"Date","Year","Quarter","Month_Number","Month_Name","Product_ID","Product_Name","Product_Category","Product_Cost","Product_Price","Units_Sold","Revenue","COGS","Gross_Profit","Gross_Margin"
"2025-01-01",2025,1,1,January,45,Retro Stacking Blocks,Puzzles,8.85,15.88,4,63.52,35.4,28.120000000000005,0.4426952141057935
"2025-01-01",2025,1,1,January,46,Rainbow Drone Toy,Action Figures,21.34,36.56,10,365.6,213.4,152.20000000000002,0.41630196936542674
"2025-01-01",2025,1,1,January,47,Mega Castle,Action Figures,9.47,15.31,16,244.96,151.52,93.44,0.38145003265839317
"2025-01-01",2025,1,1,January,48,Pro Robot,Outdoor Play,7.66,13.65,8,109.2,61.28,47.92,0.4388278388278388
"2025-01-01",2025,1,1,January,49,Neo Princess Doll #49,Arts & Crafts,8.0,13.59,21,285.39,168.0,117.39,0.4113318616629875
"2025-01-01",2025,1,1,January,50,Jungle Princess Doll,Plush,10.98,21.87,6,131.22,65.88,65.34,0.49794238683127573
"2025-01-01",2025,1,1,January,51,Eco Drone Toy,Board Games,5.79,12.39,4,49.56,23.16,26.400000000000002,0.5326876513317191
"2025-01-01",2025,1,1,January,52,Adventure Stacking Blocks,Puzzles,6.85,13.95,6,83.69999999999999,41.099999999999994,42.599999999999994,0.5089605734767025
"2025-01-01",2025,1,1,January,53,Smart Card Deck,Baby & Toddler,14.93,30.35,9,273.15000000000003,134.37,138.78000000000003,0.5080724876441516
"2025-01-01",2025,1,1,January,54,Magic Farm Set,STEM Kits,10.81,16.31,8,130.48,86.48,43.999999999999986,0.3372164316370324
"2025-01-01",2025,1,1,January,55,Ocean Stacking Blocks,Collectibles,9.52,19.39,4,77.56,38.08,39.480000000000004,0.5090252707581228
"2025-01-01",2025,1,1,January,56,Mega Art Kit #56,Card Games,15.38,32.48,8,259.84,123.04,136.79999999999995,0.5264778325123152
"2025-01-01",2025,1,1,January,57,Mini Space Ship,Arts & Crafts,6.13,9.46,12,113.52000000000001,73.56,39.96000000000001,0.3520084566596195
"2025-01-01",2025,1,1,January,58,Neo Card Deck,Action Figures,7.54,12.92,12,155.04,90.48,64.56,0.4164086687306502
"2025-01-01",2025,1,1,January,59,Neo Art Kit,Arts & Crafts,10.62,14.4,3,43.2,31.86,11.340000000000003,0.26250000000000007
"2025-01-01",2025,1,1,January,60,Mini Robot,Action Figures,10.42,18.59,5,92.94999999999999,52.099999999999994,40.849999999999994,0.4394835933297472
"2025-01-01",2025,1,1,January,61,Mini Robot,Arts & Crafts,4.14,6.01,15,90.14999999999999,62.099999999999994,28.050000000000004,0.3111480865224626
"2025-01-01",2025,1,1,January,62,Mini Stacking Blocks,Educational,7.16,11.72,5,58.6,35.8,22.800000000000004,0.38907849829351543
"2025-01-01",2025,1,1,January,63,Adventure Drone Toy #63,Arts & Crafts,8.26,14.79,4,59.16,33.04,26.119999999999997,0.4415145368492224
"2025-01-01",2025,1,1,January,64,Retro Puzzle Pack,STEM Kits,11.27,21.95,8,175.6,90.16,85.44,0.4865603644646925
"2025-01-01",2025,1,1,January,65,Pro Drone Toy,Model Kits,10.4,22.55,12,270.6,124.80000000000001,145.8,0.5388026607538803
"2025-01-01",2025,1,1,January,66,Smart Plush Bear,Baby & Toddler,8.66,13.54,27,365.58,233.82,131.76,0.3604135893648449
"2025-01-01",2025,1,1,January,67,Dino Castle,Building Blocks,3.14,5.0,20,100.0,62.800000000000004,37.199999999999996,0.37199999999999994
"2025-01-01",2025,1,1,January,68,Dino Explorer Kit,Baby & Toddler,8.89,12.28,10,122.8,88.9,33.89999999999999,0.27605863192182406
"2025-01-01",2025,1,1,January,69,Mega Robot,Dolls,9.33,13.0,8,104.0,74.64,29.36,0.2823076923076923
"2025-01-01",2025,1,1,January,70,Rainbow Plush Bear #70,Pretend Play,34.98,55.51,6,333.06,209.88,123.18,0.36984327148261575
"2025-01-01",2025,1,1,January,71,Smart Science Lab,Arts & Crafts,8.12,11.96,4,47.84,32.48,15.360000000000007,0.3210702341137125
"2025-01-01",2025,1,1,January,72,Eco Music Toy,Card Games,10.65,18.81,11,206.90999999999997,117.15,89.75999999999999,0.43381180223285487
"2025-01-01",2025,1,1,January,73,Adventure Explorer Kit,Puzzles,16.92,26.26,6,157.56,101.52000000000001,56.040000000000006,0.3556740289413557
"2025-01-01",2025,1,1,January,74,Mini Explorer Kit,Arts & Crafts,13.65,26.88,7,188.16,95.55000000000001,92.61,0.4921875
"2025-01-01",2025,1,1,January,75,Deluxe Card Deck,Building Blocks,19.52,36.86,5,184.3,97.6,86.7,0.4704286489419425
"2025-01-01",2025,1,1,January,76,Mini Art Kit,Action Figures,4.17,7.53,1,7.53,4.17,3.3600000000000003,0.4462151394422311
"2025-01-01",2025,1,1,January,77,Dino Drone Toy #77,Puzzles,5.23,7.24,19,137.56,99.37,38.19,0.2776243093922652
"2025-01-01",2025,1,1,January,78,Smart Farm Set,Model Kits,6.61,12.24,16,195.83999999999997,105.76,90.08000000000001,0.45996732026143805
"2025-01-01",2025,1,1,January,79,Glow Farm Set,Dolls,3.85,7.31,4,29.24,15.4,13.839999999999998,0.4733242134062927
"2025-01-01",2025,1,1,January,80,Rocket Board Game,Action Figures,9.37,14.04,6,84.23999999999998,56.21999999999999,28.020000000000003,0.33262108262108275
"2025-01-01",2025,1,1,January,81,Magic Music Toy,Card Games,5.44,11.68,18,210.24,97.92000000000002,112.31999999999998,0.5342465753424657
"2025-01-01",2025,1,1,January,82,Eco Science Lab,Model Kits,21.17,31.05,11,341.55,232.87,108.67999999999998,0.31819645732689206
"2025-01-01",2025,1,1,January,83,Smart Robot,Outdoor Play,5.87,12.54,7,87.78,41.089999999999996,46.69,0.5318979266347688
"2025-01-01",2025,1,1,January,84,Rainbow Robot #84,Dolls,7.56,15.84,16,253.44,120.95999999999998,132.48000000000002,0.5227272727272728
"2025-01-01",2025,1,1,January,85,Neo Drone Toy,Dolls,14.12,28.87,2,57.74,28.24,29.500000000000004,0.5109109802563215
"2025-01-01",2025,1,1,January,86,Deluxe Stacking Blocks,Puzzles,4.59,8.36,14,117.03999999999999,64.25999999999999,52.78,0.4509569377990431
"2025-01-01",2025,1,1,January,87,Glow Princess Doll,Plush,3.73,5.33,17,90.60999999999999,63.41,27.200000000000003,0.3001876172607881
"2025-01-01",2025,1,1,January,88,Pro Farm Set,Plush,9.99,21.11,10,211.09999999999997,99.9,111.2,0.5267645665561347
"2025-01-01",2025,1,1,January,89,Neo Art Kit,Building Blocks,10.41,17.05,9,153.45000000000002,93.69,59.760000000000005,0.3894428152492668
"2025-01-01",2025,1,1,January,90,Mini Music Toy,Dolls,13.87,22.84,15,342.59999999999997,208.05,134.55,0.39273204903677766
"2025-01-01",2025,1,1,January,92,Pro Board Game,Educational,10.63,21.4,4,85.6,42.52,43.07999999999999,0.5032710280373831
"2025-01-01",2025,1,1,January,93,Eco Train Set,Pretend Play,6.21,9.24,5,46.2,31.049999999999997,15.15,0.3279220779220779
"2025-01-01",2025,1,1,January,94,Rainbow Princess Doll,Card Games,10.25,21.67,8,173.36,82.0,91.36000000000001,0.5269958467928011
"2025-01-01",2025,1,1,January,95,Ocean Action Hero,Action Figures,10.6,14.36,9,129.24,95.39999999999999,33.839999999999996,0.26183844011142055
"2025-01-01",2025,1,1,January,96,Mini Card Deck,Building Blocks,6.09,9.05,5,45.25,30.45,14.800000000000004,0.32707182320441996
"2025-01-01",2025,1,1,January,97,City Board Game,STEM Kits,25.18,47.95,12,575.4,302.15999999999997,273.24000000000007,0.47486965589155383
"2025-01-01",2025,1,1,January,98,Galaxy Princess Doll #98,Board Games,11.71,18.04,9,162.36,105.39,56.969999999999985,0.3508869179600886
"2025-01-01",2025,1,1,January,99,Galaxy Train Set,Arts & Crafts,5.28,8.59,12,103.08,63.36,39.72,0.3853317811408615
"2025-01-01",2025,1,1,January,100,Ocean Card Deck,Puzzles,13.91,27.6,7,193.2,97.37,95.83000000000001,0.4960144927536233
"2025-01-01",2025,1,1,January,101,City Builder Set,Outdoor Play,15.33,29.26,10,292.6,153.3,139.3,0.47607655502392343
"2025-01-01",2025,1,1,January,102,Mega Puzzle Pack,Outdoor Play,11.33,20.77,16,332.32000000000005,181.28,151.04000000000002,0.4545016851227732
"2025-01-01",2025,1,1,January,103,Mega Plush Bear,Toy Vehicles,7.89,12.43,11,136.73000000000002,86.78999999999999,49.94,0.3652453740949316
"2025-01-01",2025,1,1,January,104,Adventure Train Set,Board Games,5.96,9.28,20,185.59999999999997,119.2,66.39999999999998,0.35775862068965514
"2025-01-01",2025,1,1,January,105,Rainbow Science Lab #105,STEM Kits,8.65,18.24,7,127.67999999999999,60.550000000000004,67.13,0.5257675438596491
"2025-01-01",2025,1,1,January,106,City Drone Toy,Toy Vehicles,10.89,20.54,13,267.02,141.57,125.44999999999999,0.4698149951314508
"2025-01-01",2025,1,1,January,107,Deluxe Princess Doll,Toy Vehicles,9.09,16.73,4,66.92,36.36,30.560000000000002,0.45666467423789603
"2025-01-01",2025,1,1,January,108,Adventure Robot,Baby & Toddler,20.07,35.5,6,213.0,120.41999999999999,92.58000000000001,0.4346478873239437
"2025-01-01",2025,1,1,January,109,Rainbow Puzzle Pack,Action Figures,12.73,20.22,6,121.32,76.38,44.93999999999999,0.37042532146389706
"2025-01-01",2025,1,1,January,110,Glow Explorer Kit,Toy Vehicles,5.63,7.72,7,54.04,39.41,14.629999999999999,0.27072538860103623
"2025-01-01",2025,1,1,January,111,Retro Builder Set,Baby & Toddler,5.01,10.77,1,10.77,5.01,5.76,0.5348189415041783
"2025-01-01",2025,1,1,January,112,Mini Puzzle Pack #112,Building Blocks,11.77,25.43,3,76.28999999999999,35.31,40.980000000000004,0.5371608336610304
"2025-01-01",2025,1,1,January,113,Galaxy Sticker Book,Dolls,7.98,10.88,8,87.04,63.84,23.200000000000003,0.2665441176470588
"2025-01-01",2025,1,1,January,114,Dino Puzzle Pack,Board Games,13.37,28.6,9,257.4,120.32999999999998,137.07000000000002,0.5325174825174827
"2025-01-01",2025,1,1,January,115,Magic Castle,Dolls,11.71,25.4,10,253.99999999999997,117.10000000000002,136.89999999999998,0.5389763779527559
"2025-01-01",2025,1,1,January,116,Galaxy Science Lab,Dolls,8.67,17.99,8,143.92,69.36,74.55999999999999,0.518065591995553
"2025-01-01",2025,1,1,January,117,Mega Castle,Arts & Crafts,5.66,11.74,10,117.4,56.60000000000001,60.800000000000004,0.5178875638841567
"2025-01-01",2025,1,1,January,118,Eco Art Kit,Baby & Toddler,3.92,6.35,17,107.94999999999999,66.64,41.309999999999995,0.3826771653543307
"2025-01-01",2025,1,1,January,119,Glow Music Toy #119,Puzzles,10.15,21.78,1,21.78,10.15,11.63,0.5339761248852158
"2025-01-01",2025,1,1,January,120,Glow Space Ship,Action Figures,4.55,8.83,5,44.150000000000006,22.75,21.4,0.48471121177802934
"2025-01-01",2025,1,1,January,121,Pro Board Game,Baby & Toddler,5.55,10.39,16,166.24,88.8,77.44000000000001,0.46583253128007707
"2025-01-01",2025,1,1,January,122,Mega Farm Set,Puzzles,9.82,21.52,11,236.72,108.02000000000001,128.7,0.5436802973977695
"2025-01-01",2025,1,1,January,123,Jungle Art Kit,Dolls,9.32,19.53,20,390.6,186.39999999999995,204.20000000000005,0.5227854582693293
"2025-01-01",2025,1,1,January,124,Ocean Castle,STEM Kits,4.81,9.52,9,85.68,43.29,42.39,0.49474789915966383
"2025-01-01",2025,1,1,January,125,Pro Art Kit,Outdoor Play,16.37,27.1,15,406.5,245.55,160.95000000000002,0.3959409594095941
"2025-01-01",2025,1,1,January,126,Smart Farm Set #126,Action Figures,16.11,25.77,4,103.08,64.44,38.64,0.37485448195576254
"2025-01-01",2025,1,1,January,127,Adventure Princess Doll,Educational,11.98,25.0,6,150.0,71.88,78.12,0.5208
"2025-01-01",2025,1,1,January,128,Galaxy Stacking Blocks,Toy Vehicles,11.97,25.45,11,279.95,131.67000000000002,148.28,0.5296660117878192
"2025-01-01",2025,1,1,January,129,Retro Space Ship,Pretend Play,11.98,24.3,1,24.3,11.98,12.32,0.5069958847736625
"2025-01-01",2025,1,1,January,130,Mega Board Game,Action Figures,75.11,142.89,2,285.78,150.22,135.55999999999997,0.47435089929316254
"2025-01-01",2025,1,1,January,131,Neo Board Game,Puzzles,15.25,32.12,5,160.6,76.25,84.35,0.5252179327521793
"2025-01-01",2025,1,1,January,132,Mega Action Hero,Dolls,12.91,21.14,4,84.56,51.64,32.92,0.3893093661305582
"2025-01-01",2025,1,1,January,133,Galaxy Space Ship #133,Baby & Toddler,5.9,10.87,6,65.22,35.400000000000006,29.819999999999993,0.45722171113155463
"2025-01-01",2025,1,1,January,134,City Plush Bear,Baby & Toddler,7.92,10.93,6,65.58,47.52,18.06,0.2753888380603843
"2025-01-01",2025,1,1,January,135,Neo Science Lab,Pretend Play,32.24,51.38,3,154.14000000000001,96.72,57.42,0.3725184896847022
"2025-01-01",2025,1,1,January,136,Deluxe Music Toy,Toy Vehicles,3.23,5.98,11,65.78,35.53,30.250000000000007,0.45986622073578604
"2025-01-01",2025,1,1,January,137,City Card Deck,Action Figures,6.96,10.15,15,152.25,104.4,47.85,0.3142857142857143
"2025-01-01",2025,1,1,January,138,Galaxy Music Toy,STEM Kits,16.43,29.47,7,206.29,115.01000000000002,91.27999999999997,0.44248388191381055
"2025-01-01",2025,1,1,January,139,Rainbow Action Hero,Plush,6.09,11.45,16,183.2,97.44,85.75999999999999,0.46812227074235807
"2025-01-01",2025,1,1,January,140,Mega Train Set #140,Educational,13.12,18.66,4,74.64,52.48,22.160000000000004,0.2968917470525188
"2025-01-01",2025,1,1,January,141,Dino Space Ship,Outdoor Play,9.25,16.74,6,100.44,55.5,44.93999999999999,0.4474313022700119
"2025-01-01",2025,1,1,January,142,Magic Card Deck,Pretend Play,6.31,11.94,10,119.4,63.099999999999994,56.3,0.47152428810720265
"2025-01-01",2025,1,1,January,143,Smart Music Toy,Board Games,2.96,6.0,12,72.0,35.519999999999996,36.480000000000004,0.5066666666666667
"2025-01-01",2025,1,1,January,144,Glow Action Hero,Pretend Play,10.0,15.8,6,94.80000000000001,60.0,34.800000000000004,0.3670886075949367
"2025-01-01",2025,1,1,January,145,Rocket Card Deck,Outdoor Play,5.84,8.01,8,64.08,46.72,17.36,0.27091136079900124
"2025-01-01",2025,1,1,January,146,Magic Train Set,Action Figures,8.47,18.37,3,55.11,25.410000000000004,29.700000000000003,0.5389221556886228
"2025-01-01",2025,1,1,January,147,Dino Sticker Book #147,STEM Kits,11.91,20.22,12,242.64,142.92000000000002,99.71999999999998,0.41097922848664686
"2025-01-01",2025,1,1,January,148,Ocean Explorer Kit,Educational,14.53,21.76,9,195.84000000000003,130.76999999999998,65.07000000000002,0.3322610294117648
"2025-01-01",2025,1,1,January,149,Smart Stacking Blocks,Card Games,6.95,12.63,15,189.45,104.25000000000001,85.20000000000002,0.4497228820269201
"2025-01-01",2025,1,1,January,150,Glow Princess Doll,Model Kits,6.3,12.33,4,49.32,25.2,24.12,0.48905109489051096
"2025-01-01",2025,1,1,January,151,City Action Hero,Outdoor Play,4.51,9.75,5,48.75,22.549999999999997,26.200000000000003,0.5374358974358975
"2025-01-01",2025,1,1,January,152,Mini Art Kit,Educational,14.95,29.56,6,177.35999999999999,89.7,87.66,0.4942489851150203
"2025-01-01",2025,1,1,January,153,Pro Science Lab,Outdoor Play,29.0,49.49,5,247.45000000000002,145.0,102.45000000000002,0.4140230349565569
"2025-01-01",2025,1,1,January,154,Classic Robot #154,Board Games,15.92,24.84,2,49.68,31.84,17.84,0.35909822866344604
"2025-01-01",2025,1,1,January,156,Ocean Music Toy,Plush,6.12,8.87,5,44.349999999999994,30.6,13.749999999999995,0.3100338218714768
"2025-01-01",2025,1,1,January,157,Rocket Drone Toy,STEM Kits,11.52,20.2,5,101.0,57.599999999999994,43.4,0.4297029702970297
"2025-01-01",2025,1,1,January,158,Pro Puzzle Pack,Pretend Play,13.82,19.81,1,19.81,13.82,5.989999999999998,0.3023725391216557
"2025-01-01",2025,1,1,January,159,Mega Music Toy,Action Figures,1.52,2.28,3,6.84,4.5600000000000005,2.2799999999999994,0.33333333333333326
"2025-01-01",2025,1,1,January,160,Glow Stacking Blocks,Arts & Crafts,5.14,8.83,15,132.45,77.1,55.35000000000001,0.4178935447338619
"2025-01-01",2025,1,1,January,161,Deluxe Card Deck #161,Card Games,22.15,41.86,2,83.72,44.3,39.42,0.470855231724797
"2025-01-01",2025,1,1,January,162,Mega Explorer Kit,Arts & Crafts,4.11,5.71,13,74.23,53.43000000000001,20.799999999999994,0.28021015761821355
"2025-01-01",2025,1,1,January,163,Ocean Stacking Blocks,Board Games,19.94,35.45,1,35.45,19.94,15.510000000000002,0.4375176304654443
"2025-01-01",2025,1,1,January,164,Ocean Action Hero,Educational,4.1,8.52,7,59.63999999999999,28.7,30.94,0.5187793427230047
"2025-01-01",2025,1,1,January,165,Retro Explorer Kit,Baby & Toddler,5.26,7.42,9,66.78,47.339999999999996,19.44,0.29110512129380056
"2025-01-01",2025,1,1,January,166,Jungle Explorer Kit,Puzzles,11.64,22.07,14,308.98,162.96,146.01999999999998,0.47258722247394647
"2025-01-01",2025,1,1,January,167,Pro Board Game,Toy Vehicles,9.38,20.16,2,40.32,18.76,21.56,0.5347222222222222
"2025-01-01",2025,1,1,January,168,Pro Board Game #168,Model Kits,7.3,13.43,7,94.01,51.1,42.91,0.4564408041697691
"2025-01-01",2025,1,1,January,169,Mini Train Set,Card Games,21.59,37.56,1,37.56,21.59,15.970000000000002,0.42518636847710334
"2025-01-01",2025,1,1,January,170,Adventure Space Ship,Arts & Crafts,4.57,8.29,4,33.16,18.28,14.879999999999995,0.44873341375150777
"2025-01-01",2025,1,1,January,171,Retro Princess Doll,Educational,8.3,17.99,1,17.99,8.3,9.689999999999998,0.5386325736520289
"2025-01-01",2025,1,1,January,172,Eco Art Kit,Board Games,12.47,26.43,10,264.3,124.7,139.6,0.5281876655315928
"2025-01-01",2025,1,1,January,173,Eco Science Lab,Pretend Play,10.53,14.85,2,29.7,21.06,8.64,0.29090909090909095
"2025-01-01",2025,1,1,January,174,Dino Music Toy,Plush,6.41,10.39,27,280.53000000000003,173.07,107.46000000000001,0.383060635226179
"2025-01-01",2025,1,1,January,175,Retro Explorer Kit #175,Educational,6.53,9.47,6,56.82000000000001,39.18,17.64,0.31045406546990495
"2025-01-01",2025,1,1,January,176,Deluxe Science Lab,Baby & Toddler,14.4,27.97,9,251.73,129.60000000000002,122.12999999999998,0.48516267429388626
"2025-01-01",2025,1,1,January,177,Rocket Sticker Book,Baby & Toddler,14.8,29.23,4,116.92,59.2,57.72,0.49367088607594933
"2025-01-01",2025,1,1,January,178,Neo Farm Set,Action Figures,10.69,21.73,8,173.84,85.52,88.32000000000001,0.5080533824206167
"2025-01-01",2025,1,1,January,179,Classic Castle,Model Kits,5.72,11.37,2,22.74,11.44,11.299999999999999,0.4969217238346526
"2025-01-01",2025,1,1,January,180,Rocket Music Toy,Outdoor Play,6.63,13.5,5,67.5,33.15,34.35,0.508888888888889
"2025-01-02",2025,1,1,January,1,Classic Board Game,Building Blocks,11.86,23.39,7,163.73000000000002,83.02,80.71000000000001,0.4929457032920051
"2025-01-02",2025,1,1,January,2,Pro Puzzle Pack,Arts & Crafts,8.36,15.54,8,124.32,66.88,57.44,0.462033462033462
"2025-01-02",2025,1,1,January,3,Retro Princess Doll,Building Blocks,7.93,11.1,7,77.7,55.51,22.189999999999998,0.28558558558558556
"2025-01-02",2025,1,1,January,4,Deluxe Builder Set,Baby & Toddler,7.93,16.54,15,248.10000000000002,118.95,129.14999999999998,0.5205562273276904
"2025-01-02",2025,1,1,January,5,Smart Art Kit,Plush,21.51,29.41,4,117.64,86.04,31.599999999999994,0.268616116967018
"2025-01-02",2025,1,1,January,6,Retro Science Lab,Action Figures,13.76,29.92,8,239.36000000000004,110.08,129.28000000000003,0.5401069518716578
"2025-01-02",2025,1,1,January,7,Pro Explorer Kit #7,Baby & Toddler,6.97,10.49,5,52.45,34.85,17.6,0.3355576739752145
"2025-01-02",2025,1,1,January,8,Classic Racing Car,Toy Vehicles,12.16,18.31,10,183.1,121.6,61.499999999999986,0.33588203167667935
"2025-01-02",2025,1,1,January,9,Rainbow Board Game,Baby & Toddler,10.31,17.7,25,442.4999999999999,257.75,184.74999999999994,0.4175141242937853
"2025-01-02",2025,1,1,January,10,Smart Space Ship,Board Games,3.15,5.03,8,40.24,25.2,15.040000000000003,0.3737574552683897
"2025-01-02",2025,1,1,January,11,Mini Farm Set,Building Blocks,5.17,8.26,18,148.68,93.06,55.62,0.37409200968523
"2025-01-02",2025,1,1,January,12,Galaxy Castle,Building Blocks,10.73,17.83,3,53.489999999999995,32.19,21.299999999999994,0.3982052720134604
"2025-01-02",2025,1,1,January,13,Deluxe Explorer Kit,Toy Vehicles,20.21,30.71,7,214.97,141.47,73.5,0.34190817323347444
"2025-01-02",2025,1,1,January,14,Rocket Princess Doll #14,Building Blocks,7.97,14.24,13,185.11999999999998,103.61,81.51,0.440308988764045
"2025-01-02",2025,1,1,January,15,Galaxy Sticker Book,Outdoor Play,6.69,12.49,23,287.27,153.87,133.4,0.4643714971977583
"2025-01-02",2025,1,1,January,16,Mini Robot,STEM Kits,9.59,14.34,5,71.7,47.95,23.75,0.3312412831241283
