"Date","Year","Quarter","Month_Number","Month_Name","Product_Category","Units_Sold","Revenue","COGS","Gross_Profit","Gross_Margin"
"2025-01-02",2025,1,1,January,Dolls,101,1571.2500000000002,922.1700000000001,649.0800000000002,0.41309785202863963
"2025-01-02",2025,1,1,January,Educational,98,1769.1999999999998,1013.2399999999999,755.9599999999998,0.42728917024643903
"2025-01-02",2025,1,1,January,Model Kits,38,565.3800000000001,321.19000000000005,244.18999999999997,0.43190420602072926
"2025-01-02",2025,1,1,January,Outdoor Play,125,1874.9999999999998,1052.57,822.4300000000001,0.4386293333333334
"2025-01-02",2025,1,1,January,Plush,75,1247.3499999999997,729.2600000000001,518.0899999999999,0.4153525474004891
"2025-01-02",2025,1,1,January,Pretend Play,110,2191.2800000000007,1310.82,880.4599999999996,0.4018016866854073
"2025-01-02",2025,1,1,January,Puzzles,151,2666.6099999999997,1406.56,1260.05,0.47252879123681385
"2025-01-02",2025,1,1,January,STEM Kits,91,1857.7600000000004,1046.19,811.5699999999999,0.43685406080440947
"2025-01-02",2025,1,1,January,Toy Vehicles,129,2073.96,1244.1900000000003,829.7699999999996,0.40008968350402113
"2025-01-03",2025,1,1,January,Action Figures,98,2517.9099999999985,1406.99,1110.92,0.4412071916788133
"2025-01-03",2025,1,1,January,Arts & Crafts,155,1973.3100000000009,1142.8500000000001,830.46,0.4208461924380861
"2025-01-03",2025,1,1,January,Baby & Toddler,114,1587.8899999999994,892.4399999999999,695.4499999999998,0.4379711440968833
"2025-01-03",2025,1,1,January,Board Games,129,2295.9500000000007,1293.8400000000001,1002.1099999999998,0.43646856421089286
"2025-01-03",2025,1,1,January,Building Blocks,75,1242.0899999999997,708.14,533.9499999999998,0.4298802824271993
"2025-01-03",2025,1,1,January,Card Games,63,1454.91,724.5,730.4100000000001,0.5020310534672248
"2025-01-03",2025,1,1,January,Collectibles,3,58.17,28.56,29.610000000000003,0.5090252707581228
"2025-01-03",2025,1,1,January,Dolls,77,1469.9799999999996,815.3900000000001,654.5899999999999,0.4453053783044668
"2025-01-03",2025,1,1,January,Educational,108,1587.94,892.8899999999999,695.0499999999997,0.43770545486605267
"2025-01-03",2025,1,1,January,Model Kits,30,555.1600000000001,321.91,233.24999999999997,0.42014914619208865
"2025-01-03",2025,1,1,January,Outdoor Play,148,2525.0400000000004,1392.6299999999997,1132.4100000000003,0.4484721034122232
"2025-01-03",2025,1,1,January,Plush,77,1291.5200000000002,794.9599999999999,496.55999999999995,0.38447720515361733
"2025-01-03",2025,1,1,January,Pretend Play,110,2060.0000000000005,1223.8000000000004,836.1999999999996,0.4059223300970871
"2025-01-03",2025,1,1,January,Puzzles,132,2226.48,1167.62,1058.8599999999997,0.4755757967733821
"2025-01-03",2025,1,1,January,STEM Kits,99,2313.5499999999997,1285.6600000000003,1027.8899999999999,0.444291240733937
"2025-01-03",2025,1,1,January,Toy Vehicles,141,2241.6700000000005,1331.5500000000006,910.1199999999997,0.4060008832700618
"2025-01-04",2025,1,1,January,Action Figures,161,3069.22,1748.7699999999995,1320.4499999999998,0.4302233140667661
"2025-01-04",2025,1,1,January,Arts & Crafts,134,1851.8600000000001,1064.9299999999998,786.93,0.4249403302625468
"2025-01-04",2025,1,1,January,Baby & Toddler,134,2108.8699999999994,1205.4299999999998,903.44,0.4284000436252592
"2025-01-04",2025,1,1,January,Board Games,108,1784.3799999999997,1000.9200000000004,783.4599999999998,0.43906566986852574
"2025-01-04",2025,1,1,January,Building Blocks,88,1384.03,802.5699999999999,581.46,0.4201209511354523
"2025-01-04",2025,1,1,January,Card Games,67,1472.3900000000003,766.38,706.01,0.47949931743627694
"2025-01-04",2025,1,1,January,Collectibles,5,96.95,47.599999999999994,49.35000000000001,0.5090252707581229
"2025-01-04",2025,1,1,January,Dolls,132,2464.4499999999985,1393.5400000000004,1070.9100000000005,0.43454320436608623
"2025-01-04",2025,1,1,January,Educational,102,1804.9099999999996,1032.3899999999994,772.5199999999999,0.42801026089943545
"2025-01-04",2025,1,1,January,Model Kits,49,855.8099999999998,497.46999999999997,358.3399999999999,0.4187144342786366
"2025-01-04",2025,1,1,January,Outdoor Play,85,1706.5399999999997,964.52,742.02,0.4348096147760967
"2025-01-04",2025,1,1,January,Plush,85,1315.1099999999997,760.3300000000002,554.78,0.4218506436723925
"2025-01-04",2025,1,1,January,Pretend Play,73,1282.4099999999999,754.56,527.85,0.4116078321285705
"2025-01-04",2025,1,1,January,Puzzles,87,1478.7099999999998,767.81,710.9000000000001,0.480756875925638
"2025-01-04",2025,1,1,January,STEM Kits,103,2046.52,1180.34,866.1800000000001,0.4232453139964428
"2025-01-04",2025,1,1,January,Toy Vehicles,157,2559.9900000000007,1436.1200000000006,1123.8699999999997,0.4390134336462249
"2025-01-05",2025,1,1,January,Action Figures,115,3036.0899999999992,1669.5000000000002,1366.5899999999995,0.45011511516457015
"2025-01-05",2025,1,1,January,Arts & Crafts,165,1982.4299999999996,1243.1799999999998,739.25,0.3729009347114401
"2025-01-05",2025,1,1,January,Baby & Toddler,107,1779.5300000000002,999.2899999999998,780.24,0.4384528499098076
"2025-01-05",2025,1,1,January,Board Games,117,1984.750000000001,1111.16,873.5900000000003,0.44015115253810294
"2025-01-05",2025,1,1,January,Building Blocks,80,1549.8099999999997,850.85,698.9599999999999,0.4509972190139437
"2025-01-05",2025,1,1,January,Card Games,78,1779.0900000000001,896.6000000000003,882.4899999999999,0.4960344895424064
"2025-01-05",2025,1,1,January,Collectibles,2,38.78,19.04,19.740000000000002,0.5090252707581228
"2025-01-05",2025,1,1,January,Dolls,105,1674.31,955.3300000000003,718.9800000000001,0.4294186859064332
"2025-01-05",2025,1,1,January,Educational,92,1698.0999999999995,952.9300000000001,745.1700000000001,0.43882574642247235
"2025-01-05",2025,1,1,January,Model Kits,44,681.9100000000001,370.35000000000014,311.55999999999995,0.45689313839069656
"2025-01-05",2025,1,1,January,Outdoor Play,119,2080.9199999999996,1162.6599999999999,918.2600000000003,0.4412759740883842
"2025-01-05",2025,1,1,January,Plush,89,1570.8799999999999,928.8799999999999,642.0,0.4086881238541455
"2025-01-05",2025,1,1,January,Pretend Play,103,2632.400000000001,1614.5800000000002,1017.8199999999997,0.3866509648989513
"2025-01-05",2025,1,1,January,Puzzles,99,1885.8899999999996,1021.1900000000003,864.6999999999999,0.4585103054791107
"2025-01-05",2025,1,1,January,STEM Kits,99,1986.18,1110.59,875.5900000000001,0.440841212780312
"2025-01-05",2025,1,1,January,Toy Vehicles,185,3223.3200000000006,1891.810000000001,1331.5099999999998,0.41308650707965683
"2025-01-06",2025,1,1,January,Action Figures,128,4031.6699999999987,2202.0499999999997,1829.6200000000003,0.45381194393390356
"2025-01-06",2025,1,1,January,Arts & Crafts,184,2103.1800000000003,1245.1999999999998,857.9799999999998,0.4079441607470591
"2025-01-06",2025,1,1,January,Baby & Toddler,108,1735.4399999999998,992.0399999999996,743.3999999999996,0.4283639883833493
"2025-01-06",2025,1,1,January,Board Games,91,1632.1199999999997,892.9100000000002,739.2099999999999,0.45291400142146415
"2025-01-06",2025,1,1,January,Building Blocks,90,1340.6300000000008,775.5200000000002,565.1100000000001,0.42152570060344746
"2025-01-06",2025,1,1,January,Card Games,73,1745.9599999999998,910.9200000000001,835.04,0.4782698343604665
"2025-01-06",2025,1,1,January,Collectibles,7,135.73000000000002,66.63999999999999,69.09,0.5090252707581226
"2025-01-06",2025,1,1,January,Dolls,75,1298.18,715.21,582.9700000000001,0.4490671555562404
"2025-01-06",2025,1,1,January,Educational,75,1335.5499999999995,808.4,527.15,0.39470630077496177
"2025-01-06",2025,1,1,January,Model Kits,84,1366.7300000000002,755.74,610.9899999999999,0.44704513693267856
"2025-01-06",2025,1,1,January,Outdoor Play,112,2190.0799999999995,1206.13,983.95,0.4492758255406196
"2025-01-06",2025,1,1,January,Plush,92,1444.1799999999996,881.1600000000003,563.0199999999999,0.38985445027628135
"2025-01-06",2025,1,1,January,Pretend Play,57,1366.75,848.2300000000002,518.52,0.37938174501554783
"2025-01-06",2025,1,1,January,Puzzles,100,1855.56,983.5700000000004,871.9900000000001,0.4699336049494493
"2025-01-06",2025,1,1,January,STEM Kits,83,1698.4600000000003,965.4699999999997,732.9900000000002,0.4315615322115329
"2025-01-06",2025,1,1,January,Toy Vehicles,100,1542.47,915.1500000000001,627.3199999999999,0.4066983474557041
"2025-01-07",2025,1,1,January,Action Figures,107,2623.3999999999996,1434.3100000000002,1189.0900000000004,0.45326294122131605
"2025-01-07",2025,1,1,January,Arts & Crafts,163,1945.95,1190.8700000000001,755.0799999999999,0.38802641383386
"2025-01-07",2025,1,1,January,Baby & Toddler,146,2517.7899999999995,1372.0099999999998,1145.78,0.45507369558223687
"2025-01-07",2025,1,1,January,Board Games,99,1618.84,876.4800000000004,742.36,0.4585752761236441
"2025-01-07",2025,1,1,January,Building Blocks,56,1110.3600000000001,607.29,503.06999999999994,0.4530692748297848
"2025-01-07",2025,1,1,January,Card Games,84,1845.08,947.1099999999998,897.9700000000003,0.48668350423829876
"2025-01-07",2025,1,1,January,Collectibles,8,155.12,76.16,78.96000000000001,0.5090252707581228
"2025-01-07",2025,1,1,January,Dolls,89,1616.1399999999996,939.7500000000001,676.3900000000002,0.4185219102305496
"2025-01-07",2025,1,1,January,Educational,115,2012.0799999999997,1107.2,904.8799999999999,0.4497236690390044
"2025-01-07",2025,1,1,January,Model Kits,49,852.2,467.62,384.58,0.4512790424782914
"2025-01-07",2025,1,1,January,Outdoor Play,135,2193.46,1181.48,1011.9800000000005,0.46136241372078834
"2025-01-07",2025,1,1,January,Plush,82,1406.7900000000002,849.5000000000002,557.2899999999998,0.39614299220210536
"2025-01-07",2025,1,1,January,Pretend Play,71,1410.9400000000003,842.59,568.3499999999998,0.4028165620083063
"2025-01-07",2025,1,1,January,Puzzles,101,1736.9,917.35,819.5500000000001,0.47184639299902126
"2025-01-07",2025,1,1,January,STEM Kits,83,1664.1200000000003,940.7899999999998,723.3299999999998,0.4346621637862652
"2025-01-07",2025,1,1,January,Toy Vehicles,155,2605.2200000000003,1529.6500000000005,1075.57,0.41285188966766717
"2025-01-08",2025,1,1,January,Action Figures,117,2385.4799999999996,1339.8400000000004,1045.64,0.4383352616664153
"2025-01-08",2025,1,1,January,Arts & Crafts,155,2030.7499999999998,1240.1099999999997,790.6399999999999,0.3893339899052074
"2025-01-08",2025,1,1,January,Baby & Toddler,105,1675.6399999999999,968.2400000000002,707.3999999999996,0.4221670525888614
"2025-01-08",2025,1,1,January,Board Games,102,1768.6099999999994,971.85,796.7599999999999,0.45050067567185537
"2025-01-08",2025,1,1,January,Building Blocks,87,1350.15,768.9300000000001,581.22,0.43048550161093213
"2025-01-08",2025,1,1,January,Card Games,36,746.96,396.23999999999995,350.72,0.46952982756774125
"2025-01-08",2025,1,1,January,Collectibles,3,58.17,28.56,29.610000000000003,0.5090252707581228
"2025-01-08",2025,1,1,January,Dolls,62,1075.95,600.07,475.88,0.44228821041869976
"2025-01-08",2025,1,1,January,Educational,100,1839.17,1102.0999999999997,737.0699999999998,0.40076230038549987
"2025-01-08",2025,1,1,January,Model Kits,53,891.9099999999999,483.9800000000001,407.9299999999999,0.45736677467457476
"2025-01-08",2025,1,1,January,Outdoor Play,116,1712.6899999999996,943.4500000000002,769.2400000000005,0.44914140912833067
"2025-01-08",2025,1,1,January,Plush,80,1237.0900000000001,796.71,440.38000000000005,0.35598056729906474
"2025-01-08",2025,1,1,January,Pretend Play,99,1926.5900000000006,1137.2299999999998,789.3599999999997,0.4097187258316504
"2025-01-08",2025,1,1,January,Puzzles,153,2695.969999999999,1410.84,1285.1299999999997,0.4766855714269818
"2025-01-08",2025,1,1,January,STEM Kits,82,1566.0400000000002,883.7499999999999,682.2899999999998,0.4356785267298407
"2025-01-08",2025,1,1,January,Toy Vehicles,118,2071.5700000000006,1214.99,856.5799999999996,0.4134931477092251
"2025-01-09",2025,1,1,January,Action Figures,154,3915.4699999999984,2222.1699999999996,1693.3000000000004,0.43246404646185543
"2025-01-09",2025,1,1,January,Arts & Crafts,144,1738.3099999999995,1028.77,709.54,0.4081780579988611
"2025-01-09",2025,1,1,January,Baby & Toddler,137,2033.05,1161.7299999999993,871.3199999999996,0.42857775263766246
"2025-01-09",2025,1,1,January,Board Games,81,1155.6699999999998,634.6000000000001,521.0699999999999,0.450881306947485
"2025-01-09",2025,1,1,January,Building Blocks,116,1673.9399999999998,953.6899999999997,720.2500000000001,0.43027229171893866
"2025-01-09",2025,1,1,January,Card Games,66,1280.9000000000005,656.4,624.4999999999999,0.4875478179405103
"2025-01-09",2025,1,1,January,Collectibles,11,213.29000000000002,104.72,108.57000000000001,0.5090252707581228
"2025-01-09",2025,1,1,January,Dolls,104,1660.9199999999998,951.7000000000002,709.22,0.42700431086385865
"2025-01-09",2025,1,1,January,Educational,71,1264.17,761.1499999999999,503.02000000000004,0.39790534500897823
"2025-01-09",2025,1,1,January,Model Kits,56,1009.9100000000001,552.0600000000002,457.84999999999997,0.453357229852165
"2025-01-09",2025,1,1,January,Outdoor Play,97,1626.2299999999996,890.79,735.4400000000004,0.4522361535576152
"2025-01-09",2025,1,1,January,Plush,61,1005.8,588.6500000000001,417.15,0.41474448200437464
"2025-01-09",2025,1,1,January,Pretend Play,82,1401.7900000000004,834.88,566.9099999999999,0.4044186361723223
"2025-01-09",2025,1,1,January,Puzzles,132,2377.9000000000005,1252.1100000000001,1125.79,0.4734387484755455
"2025-01-09",2025,1,1,January,STEM Kits,92,1743.1900000000005,1008.2199999999998,734.97,0.4216235751696601
"2025-01-09",2025,1,1,January,Toy Vehicles,112,1549.0500000000002,913.62,635.43,0.4102062554468867
"2025-01-10",2025,1,1,January,Action Figures,154,3763.0799999999986,2073.879999999999,1689.1999999999998,0.44888761333801047
"2025-01-10",2025,1,1,January,Arts & Crafts,166,2012.2899999999993,1214.4899999999998,797.8000000000001,0.3964637303768345
"2025-01-10",2025,1,1,January,Baby & Toddler,104,1518.63,865.9999999999998,652.6299999999997,0.4297491818283582
"2025-01-10",2025,1,1,January,Board Games,104,1494.74,859.47,635.2699999999998,0.4250036795696909
"2025-01-10",2025,1,1,January,Building Blocks,104,1536.46,881.1199999999999,655.34,0.4265259102091822
"2025-01-10",2025,1,1,January,Card Games,59,1337.8400000000001,669.38,668.46,0.4996561621718591
"2025-01-10",2025,1,1,January,Collectibles,9,174.51,85.67999999999999,88.83000000000001,0.5090252707581229
"2025-01-10",2025,1,1,January,Dolls,86,1359.7199999999996,735.1700000000001,624.55,0.4593225075750891
"2025-01-10",2025,1,1,January,Educational,101,1766.09,1004.8199999999997,761.2699999999999,0.43104824782428974
"2025-01-10",2025,1,1,January,Model Kits,43,733.2700000000001,405.02,328.25,0.4476522972438528
"2025-01-10",2025,1,1,January,Outdoor Play,101,1841.4499999999996,1007.5699999999999,833.8800000000002,0.45283879551440465
"2025-01-10",2025,1,1,January,Plush,88,1594.5900000000004,934.69,659.9000000000003,0.41383678563141635
"2025-01-10",2025,1,1,January,Pretend Play,75,1422.0500000000004,840.5599999999998,581.4899999999999,0.40890967265567296
"2025-01-10",2025,1,1,January,Puzzles,128,1876.0500000000002,978.1700000000002,897.8799999999999,0.47860131659603944
"2025-01-10",2025,1,1,January,STEM Kits,81,1702.8700000000003,935.9399999999995,766.93,0.4503749552226534
"2025-01-10",2025,1,1,January,Toy Vehicles,102,1585.7399999999998,905.32,680.4199999999997,0.4290867355304147
"2025-01-11",2025,1,1,January,Action Figures,123,2424.8799999999997,1389.17,1035.7099999999996,0.4271180429547028
"2025-01-11",2025,1,1,January,Arts & Crafts,161,1929.8599999999997,1214.19,715.6700000000001,0.3708403718404445
"2025-01-11",2025,1,1,January,Baby & Toddler,157,2389.7099999999996,1393.54,996.1699999999996,0.41685811249063687
"2025-01-11",2025,1,1,January,Board Games,100,1726.9499999999998,979.2700000000001,747.6800000000001,0.43294826138568004
"2025-01-11",2025,1,1,January,Building Blocks,100,1808.9,972.2399999999999,836.6599999999997,0.4625241859693735
"2025-01-11",2025,1,1,January,Card Games,91,2079.97,1081.7000000000005,998.27,0.4799444222753213
"2025-01-11",2025,1,1,January,Collectibles,2,38.78,19.04,19.740000000000002,0.5090252707581228
"2025-01-11",2025,1,1,January,Dolls,110,1814.9199999999996,1005.38,809.5400000000001,0.4460472086923943
"2025-01-11",2025,1,1,January,Educational,90,1592.6099999999994,879.92,712.69,0.4474981319971621
"2025-01-11",2025,1,1,January,Model Kits,70,1173.33,671.58,501.74999999999994,0.42762905576436294
"2025-01-11",2025,1,1,January,Outdoor Play,97,1741.0700000000002,965.1099999999998,775.9600000000004,0.4456799554297072
"2025-01-11",2025,1,1,January,Plush,92,1510.9099999999996,878.6500000000002,632.2600000000002,0.41846304544943136
"2025-01-11",2025,1,1,January,Pretend Play,95,2074.7200000000003,1257.31,817.4099999999997,0.39398569445515524
"2025-01-11",2025,1,1,January,Puzzles,120,2029.01,1098.5500000000002,930.4599999999999,0.45857832144740535
"2025-01-11",2025,1,1,January,STEM Kits,74,1693.2500000000005,955.2399999999998,738.01,0.43585412667946244
"2025-01-11",2025,1,1,January,Toy Vehicles,125,1992.8800000000003,1157.4,835.4799999999996,0.41923246758460087
"2025-01-12",2025,1,1,January,Action Figures,110,2353.2799999999997,1338.5600000000002,1014.7199999999999,0.4311939080772369
"2025-01-12",2025,1,1,January,Arts & Crafts,131,1826.25,1075.3700000000001,750.8800000000002,0.41115947980835055
"2025-01-12",2025,1,1,January,Baby & Toddler,123,1618.9299999999994,922.7699999999996,696.1599999999996,0.4300124156078397
"2025-01-12",2025,1,1,January,Board Games,107,1927.1100000000004,1084.0800000000004,843.0300000000002,0.4374581627410994
"2025-01-12",2025,1,1,January,Building Blocks,75,1123.32,643.6000000000001,479.72,0.4270555140120358
"2025-01-12",2025,1,1,January,Card Games,71,1629.5799999999997,864.4499999999999,765.1300000000001,0.4695258901066534
"2025-01-12",2025,1,1,January,Collectibles,7,135.73000000000002,66.64,69.09,0.5090252707581226
"2025-01-12",2025,1,1,January,Dolls,101,1895.7299999999998,1052.32,843.4100000000001,0.44489985388214576
"2025-01-12",2025,1,1,January,Educational,73,1236.12,718.4199999999997,517.6999999999999,0.4188104714752613
"2025-01-12",2025,1,1,January,Model Kits,65,993.4600000000002,501.3800000000001,492.08,0.49531938880277004
"2025-01-12",2025,1,1,January,Outdoor Play,99,1477.27,836.24,641.0300000000001,0.4339288010993252
"2025-01-12",2025,1,1,January,Plush,74,1120.5700000000002,639.71,480.85999999999996,0.42912089383081814
"2025-01-12",2025,1,1,January,Pretend Play,91,1426.28,839.4499999999998,586.8299999999999,0.4114409512858625
"2025-01-12",2025,1,1,January,Puzzles,124,2293.34,1209.7100000000003,1083.6299999999997,0.4725117078148027
"2025-01-12",2025,1,1,January,STEM Kits,108,2202.55,1218.4699999999996,984.0799999999999,0.446791219268575
"2025-01-12",2025,1,1,January,Toy Vehicles,139,2283.3799999999997,1331.3899999999999,951.9899999999998,0.416921405985863
"2025-01-13",2025,1,1,January,Action Figures,164,2450.899999999999,1417.9,1033.0,0.42147782447264287
"2025-01-13",2025,1,1,January,Arts & Crafts,171,2088.3899999999994,1206.7299999999993,881.6599999999996,0.4221721038694879
"2025-01-13",2025,1,1,January,Baby & Toddler,135,2240.6900000000005,1253.6099999999997,987.0799999999997,0.4405250168474887
"2025-01-13",2025,1,1,January,Board Games,105,1816.04,1023.8700000000001,792.17,0.4362073522609634
"2025-01-13",2025,1,1,January,Building Blocks,108,1657.7699999999998,975.8599999999999,681.9099999999999,0.41134174221997016
"2025-01-13",2025,1,1,January,Card Games,80,1672.05,851.9700000000001,820.0800000000003,0.4904638019197992
"2025-01-13",2025,1,1,January,Collectibles,10,193.89999999999998,95.19999999999999,98.70000000000002,0.5090252707581229
"2025-01-13",2025,1,1,January,Dolls,86,1513.8600000000001,841.5,672.36,0.44413618168126506
"2025-01-13",2025,1,1,January,Educational,99,1892.5499999999997,1086.0899999999997,806.4599999999998,0.4261234841880003
"2025-01-13",2025,1,1,January,Model Kits,48,782.2900000000001,414.7300000000002,367.56,0.46985133390430656
"2025-01-13",2025,1,1,January,Outdoor Play,105,2003.9800000000002,1099.45,904.5300000000003,0.451366780107586
"2025-01-13",2025,1,1,January,Plush,73,1185.18,673.9000000000001,511.28000000000003,0.43139438735044466
"2025-01-13",2025,1,1,January,Pretend Play,83,1574.23,900.8100000000002,673.4200000000001,0.42777738958093803
"2025-01-13",2025,1,1,January,Puzzles,101,1864.3899999999996,926.24,938.1500000000001,0.5031940742012134
"2025-01-13",2025,1,1,January,STEM Kits,78,1495.5900000000004,844.4199999999998,651.1700000000002,0.4353933898996383
"2025-01-13",2025,1,1,January,Toy Vehicles,138,2336.3400000000006,1338.23,998.1099999999998,0.42721093676434063
"2025-01-14",2025,1,1,January,Action Figures,183,3846.7699999999986,2148.67,1698.1000000000004,0.44143528206781296
"2025-01-14",2025,1,1,January,Arts & Crafts,164,1924.9599999999994,1179.48,745.4800000000001,0.3872703848391657
"2025-01-14",2025,1,1,January,Baby & Toddler,110,1654.0499999999997,921.2199999999998,732.8299999999999,0.4430519029049908
"2025-01-14",2025,1,1,January,Board Games,113,1939.1100000000001,1113.5600000000002,825.5500000000002,0.4257365492416625
"2025-01-14",2025,1,1,January,Building Blocks,104,1373.529999999999,813.3599999999998,560.1700000000001,0.40783237351932644
"2025-01-14",2025,1,1,January,Card Games,64,1516.67,772.5800000000002,744.09,0.49060771295008143
"2025-01-14",2025,1,1,January,Dolls,114,1916.0099999999993,1062.06,853.95,0.44569182833075005
"2025-01-14",2025,1,1,January,Educational,106,1845.4599999999998,1101.9199999999998,743.5399999999998,0.4029022574317514
"2025-01-14",2025,1,1,January,Model Kits,37,711.1100000000001,424.94000000000005,286.17,0.40242719129248633
"2025-01-14",2025,1,1,January,Outdoor Play,101,1717.0799999999997,944.8,772.2800000000001,0.44976355207678165
"2025-01-14",2025,1,1,January,Plush,49,895.3799999999999,569.7700000000001,325.60999999999996,0.36365565458241195
"2025-01-14",2025,1,1,January,Pretend Play,69,1503.6000000000001,910.5699999999999,593.03,0.3944067571162543
"2025-01-14",2025,1,1,January,Puzzles,117,2045.83,1064.4599999999998,981.37,0.47969283860340306
"2025-01-14",2025,1,1,January,STEM Kits,77,1990.7100000000003,1095.6399999999996,895.0699999999998,0.4496235011629015
"2025-01-14",2025,1,1,January,Toy Vehicles,116,1991.9400000000007,1136.1400000000003,855.7999999999998,0.42963141460084114
"2025-01-15",2025,1,1,January,Action Figures,128,2404.379999999999,1358.6000000000004,1045.7800000000002,0.4349478867733056
"2025-01-15",2025,1,1,January,Arts & Crafts,115,1505.24,928.0300000000001,577.2100000000002,0.38346708830485515
"2025-01-15",2025,1,1,January,Baby & Toddler,124,1791.5399999999993,990.8699999999998,800.6699999999998,0.4469171774004489
"2025-01-15",2025,1,1,January,Board Games,83,1473.5999999999997,820.6000000000001,652.9999999999999,0.4431324647122693
"2025-01-15",2025,1,1,January,Building Blocks,102,1662.8499999999997,935.6800000000001,727.1700000000002,0.4373034248428904
"2025-01-15",2025,1,1,January,Card Games,79,1491.1100000000001,765.2200000000001,725.8900000000001,0.48681183816083323
"2025-01-15",2025,1,1,January,Collectibles,2,38.78,19.04,19.740000000000002,0.5090252707581228
"2025-01-15",2025,1,1,January,Dolls,113,2002.7999999999997,1113.2900000000002,889.5100000000003,0.4441332135010987
"2025-01-15",2025,1,1,January,Educational,95,1582.8699999999997,905.1999999999999,677.67,0.4281273888569498
"2025-01-15",2025,1,1,January,Model Kits,51,810.3600000000001,457.4800000000001,352.8799999999999,0.4354607828619377
"2025-01-15",2025,1,1,January,Outdoor Play,101,1753.0700000000002,983.29,769.7800000000001,0.43910397188931416
"2025-01-15",2025,1,1,January,Plush,92,1510.8899999999994,936.0999999999998,574.7900000000001,0.38043140135946385
"2025-01-15",2025,1,1,January,Pretend Play,79,1294.69,808.2200000000001,486.4700000000001,0.37574245572299164
"2025-01-15",2025,1,1,January,Puzzles,138,2188.64,1165.5900000000001,1023.0499999999998,0.4674363988595657
"2025-01-15",2025,1,1,January,STEM Kits,89,1565.7199999999998,900.59,665.1299999999998,0.42480775617607225
"2025-01-15",2025,1,1,January,Toy Vehicles,82,1260.92,726.06,534.8599999999998,0.42418234305110536
"2025-01-16",2025,1,1,January,Action Figures,136,3110.7,1722.21,1388.4899999999998,0.44635934034140223
"2025-01-16",2025,1,1,January,Arts & Crafts,170,2053.33,1218.41,834.9200000000001,0.40661754321029747
"2025-01-16",2025,1,1,January,Baby & Toddler,157,2306.43,1336.4199999999994,970.0099999999994,0.4205677172079792
"2025-01-16",2025,1,1,January,Board Games,127,2247.7999999999997,1201.4399999999998,1046.3599999999997,0.46550404840288273
"2025-01-16",2025,1,1,January,Building Blocks,85,1150.29,663.8,486.49,0.4229281311669231
"2025-01-16",2025,1,1,January,Card Games,99,2457.1600000000003,1231.5,1225.6599999999996,0.49881163619788677
"2025-01-16",2025,1,1,January,Collectibles,6,116.34,57.12,59.220000000000006,0.5090252707581228
