"Store_ID","Store_Name","Store_City","Store_Location","Product_ID","Product_Name","Product_Category","Stock_On_Hand","Units_Sold","Revenue","COGS","Gross_Profit","Stock_to_Sales_Ratio"
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,15,Galaxy Sticker Book,Outdoor Play,37,46,574.54,307.73999999999995,266.8,0.8043
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,16,Mini Robot,STEM Kits,27,41,587.9399999999998,393.18999999999994,194.75,0.6585
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,18,Mega Farm Set,Arts & Crafts,31,55,729.2999999999998,422.94999999999993,306.34999999999985,0.5636
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,20,Galaxy Castle,Puzzles,32,51,545.6999999999998,257.04,288.65999999999997,0.6275
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,21,Adventure Princess Doll #21,STEM Kits,20,35,802.2,496.65,305.55000000000007,0.5714
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,22,Retro Art Kit,Puzzles,0,39,322.14,179.79,142.35,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,24,Retro Art Kit,Toy Vehicles,0,48,970.0799999999998,482.88000000000005,487.20000000000005,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,26,Rainbow Farm Set,Dolls,0,27,406.0799999999999,267.84000000000003,138.23999999999998,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,27,Mini Science Lab,Toy Vehicles,0,41,583.43,347.27000000000004,236.15999999999997,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,29,Ocean Puzzle Pack,Pretend Play,27,36,401.0399999999999,252.36,148.68000000000004,0.7500
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,31,Neo Music Toy,Toy Vehicles,19,41,625.25,442.38999999999993,182.86000000000004,0.4634
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,32,Galaxy Art Kit,Pretend Play,0,62,990.7600000000002,452.6,538.16,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,33,City Drone Toy,Board Games,23,61,514.23,379.4200000000001,134.80999999999997,0.3770
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,34,Deluxe Plush Bear,Plush,26,22,567.6,277.85999999999996,289.7399999999999,1.1818
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,35,Glow Music Toy #35,Board Games,24,56,1786.9600000000005,890.96,896.0,0.4286
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,38,Mega Card Deck,Action Figures,26,39,558.0899999999999,296.79,261.3,0.6667
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,40,Dino Racing Car,Outdoor Play,34,47,623.2199999999999,383.05,240.17,0.7234
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,41,Classic Board Game,Card Games,20,45,1336.0500000000006,634.9500000000002,701.1,0.4444
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,43,City Action Hero,Outdoor Play,0,43,945.1400000000001,473.42999999999995,471.71000000000004,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,44,Eco Castle,STEM Kits,0,45,520.6499999999999,284.8500000000001,235.80000000000004,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,45,Retro Stacking Blocks,Puzzles,19,46,730.4799999999999,407.1,323.38000000000005,0.4130
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,46,Rainbow Drone Toy,Action Figures,17,26,950.56,554.8399999999998,395.72000000000014,0.6538
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,47,Mega Castle,Action Figures,26,38,581.7799999999999,359.8600000000001,221.92,0.6842
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,48,Pro Robot,Outdoor Play,29,31,423.15000000000003,237.45999999999995,185.69,0.9355
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,49,Neo Princess Doll #49,Arts & Crafts,27,30,407.69999999999993,240.0,167.70000000000002,0.9000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,50,Jungle Princess Doll,Plush,0,33,721.71,362.33999999999986,359.3699999999999,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,51,Eco Drone Toy,Board Games,1,64,792.9599999999999,370.56000000000006,422.4,0.0156
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,54,Magic Farm Set,STEM Kits,26,44,717.6399999999998,475.64000000000004,241.99999999999997,0.5909
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,55,Ocean Stacking Blocks,Collectibles,22,62,1202.1800000000003,590.2399999999998,611.9400000000002,0.3548
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,56,Mega Art Kit #56,Card Games,21,41,1331.6800000000003,630.5799999999999,701.0999999999997,0.5122
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,58,Neo Card Deck,Action Figures,28,46,594.3199999999999,346.8400000000001,247.47999999999996,0.6087
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,59,Neo Art Kit,Arts & Crafts,25,56,806.3999999999999,594.7200000000001,211.68000000000006,0.4464
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,60,Mini Robot,Action Figures,34,53,985.2700000000001,552.26,433.01000000000005,0.6415
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,61,Mini Robot,Arts & Crafts,21,40,240.39999999999998,165.6,74.80000000000001,0.5250
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,63,Adventure Drone Toy #63,Arts & Crafts,0,40,591.6,330.4,261.2,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,64,Retro Puzzle Pack,STEM Kits,29,37,812.15,416.99,395.15999999999997,0.7838
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,65,Pro Drone Toy,Model Kits,21,56,1262.8,582.4,680.4,0.3750
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,66,Smart Plush Bear,Baby & Toddler,35,43,582.2199999999999,372.3800000000001,209.83999999999986,0.8140
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,67,Dino Castle,Building Blocks,46,45,225.0,141.29999999999998,83.69999999999999,1.0222
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,68,Dino Explorer Kit,Baby & Toddler,21,51,626.2799999999999,453.39,172.88999999999996,0.4118
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,70,Rainbow Plush Bear #70,Pretend Play,5,16,888.16,559.68,328.48,0.3125
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,71,Smart Science Lab,Arts & Crafts,36,30,358.79999999999995,243.60000000000002,115.20000000000007,1.2000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,72,Eco Music Toy,Card Games,28,29,545.49,308.85,236.63999999999993,0.9655
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,73,Adventure Explorer Kit,Puzzles,19,33,866.5799999999998,558.36,308.2199999999999,0.5758
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,74,Mini Explorer Kit,Arts & Crafts,21,26,698.88,354.8999999999999,343.98,0.8077
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,77,Dino Drone Toy #77,Puzzles,29,40,289.6,209.20000000000005,80.39999999999999,0.7250
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,78,Smart Farm Set,Model Kits,22,44,538.5600000000002,290.84000000000003,247.71999999999997,0.5000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,79,Glow Farm Set,Dolls,0,41,299.71000000000004,157.85,141.85999999999999,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,80,Rocket Board Game,Action Figures,0,44,617.76,412.28,205.47999999999996,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,81,Magic Music Toy,Card Games,27,64,747.5200000000002,348.1599999999999,399.35999999999996,0.4219
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,82,Eco Science Lab,Model Kits,8,29,900.4499999999998,613.9300000000002,286.5199999999999,0.2759
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,85,Neo Drone Toy,Dolls,25,42,1212.5399999999997,593.0400000000001,619.5000000000001,0.5952
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,87,Glow Princess Doll,Plush,33,35,186.55,130.54999999999998,56.0,0.9429
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,88,Pro Farm Set,Plush,27,41,865.5100000000001,409.59000000000003,455.92000000000013,0.6585
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,89,Neo Art Kit,Building Blocks,24,42,716.1,437.2200000000001,278.88,0.5714
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,90,Mini Music Toy,Dolls,29,35,799.3999999999999,485.45000000000005,313.95000000000005,0.8286
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,91,Adventure Science Lab #91,Educational,0,45,1138.9499999999996,541.3499999999999,597.5999999999997,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,92,Pro Board Game,Educational,23,32,684.7999999999998,340.15999999999997,344.6399999999999,0.7188
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,93,Eco Train Set,Pretend Play,32,32,295.68000000000006,198.72,96.96000000000002,1.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,94,Rainbow Princess Doll,Card Games,27,37,801.7900000000003,379.25,422.5400000000002,0.7297
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,95,Ocean Action Hero,Action Figures,0,44,631.8400000000003,466.40000000000003,165.44,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,97,City Board Game,STEM Kits,12,27,1294.6500000000005,679.86,614.7899999999998,0.4444
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,98,Galaxy Princess Doll #98,Board Games,0,40,721.6,468.4,253.1999999999999,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,101,City Builder Set,Outdoor Play,16,29,848.5399999999998,444.57000000000005,403.97000000000014,0.5517
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,102,Mega Puzzle Pack,Outdoor Play,33,38,789.2599999999998,430.54000000000013,358.71999999999997,0.8684
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,103,Mega Plush Bear,Toy Vehicles,16,41,509.63000000000005,323.4899999999999,186.14000000000001,0.3902
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,104,Adventure Train Set,Board Games,32,42,389.7599999999999,250.32000000000002,139.43999999999997,0.7619
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,106,City Drone Toy,Toy Vehicles,20,46,944.84,500.9399999999997,443.8999999999999,0.4348
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,107,Deluxe Princess Doll,Toy Vehicles,21,36,602.28,327.24000000000007,275.04,0.5833
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,108,Adventure Robot,Baby & Toddler,13,50,1775.0,1003.5000000000001,771.4999999999999,0.2600
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,110,Glow Explorer Kit,Toy Vehicles,26,49,378.2800000000001,275.86999999999995,102.40999999999998,0.5306
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,114,Dino Puzzle Pack,Board Games,23,37,1058.2000000000003,494.69000000000005,563.5100000000001,0.6216
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,115,Magic Castle,Dolls,0,57,1447.8,667.4699999999999,780.3299999999999,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,116,Galaxy Science Lab,Dolls,20,34,611.6600000000001,294.78,316.8799999999999,0.5882
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,118,Eco Art Kit,Baby & Toddler,28,28,177.79999999999995,109.76000000000002,68.03999999999999,1.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,119,Glow Music Toy #119,Puzzles,25,24,522.72,243.60000000000005,279.12,1.0417
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,120,Glow Space Ship,Action Figures,16,52,459.16,236.6,222.56000000000003,0.3077
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,121,Pro Board Game,Baby & Toddler,28,42,436.3799999999999,233.1,203.28000000000006,0.6667
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,124,Ocean Castle,STEM Kits,25,33,314.1599999999999,158.73000000000002,155.43,0.7576
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,125,Pro Art Kit,Outdoor Play,17,20,542.0000000000001,327.40000000000003,214.6,0.8500
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,126,Smart Farm Set #126,Action Figures,0,65,1675.0499999999997,1047.15,627.9000000000001,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,127,Adventure Princess Doll,Educational,21,38,950.0,455.24000000000007,494.75999999999993,0.5526
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,129,Retro Space Ship,Pretend Play,14,38,923.4000000000001,455.23999999999995,468.1599999999999,0.3684
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,130,Mega Board Game,Action Figures,6,19,2714.9099999999994,1427.0899999999997,1287.8199999999997,0.3158
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,131,Neo Board Game,Puzzles,19,21,674.52,320.25,354.27,0.9048
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,132,Mega Action Hero,Dolls,24,26,549.64,335.66,213.97999999999993,0.9231
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,134,City Plush Bear,Baby & Toddler,20,66,721.3799999999999,522.7199999999999,198.66,0.3030
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,135,Neo Science Lab,Pretend Play,4,17,873.46,548.08,325.38,0.2353
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,136,Deluxe Music Toy,Toy Vehicles,32,51,304.98,164.73,140.25000000000003,0.6275
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,137,City Card Deck,Action Figures,1,68,690.2,473.27999999999986,216.91999999999996,0.0147
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,138,Galaxy Music Toy,STEM Kits,20,31,913.5700000000004,509.3300000000001,404.24,0.6452
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,139,Rainbow Action Hero,Plush,32,49,561.0499999999998,298.4100000000001,262.64,0.6531
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,142,Magic Card Deck,Pretend Play,0,49,585.0600000000001,309.19000000000005,275.8699999999999,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,143,Smart Music Toy,Board Games,32,62,372.0,183.52,188.48,0.5161
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,145,Rocket Card Deck,Outdoor Play,26,46,368.4599999999999,268.6400000000001,99.82000000000004,0.5652
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,146,Magic Train Set,Action Figures,22,34,624.58,287.9800000000001,336.6,0.6471
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,148,Ocean Explorer Kit,Educational,20,33,718.0799999999999,479.48999999999984,238.59000000000003,0.6061
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,149,Smart Stacking Blocks,Card Games,30,45,568.3499999999999,312.74999999999994,255.60000000000008,0.6667
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,150,Glow Princess Doll,Model Kits,26,47,579.5100000000002,296.1,283.40999999999997,0.5532
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,153,Pro Science Lab,Outdoor Play,9,44,2177.56,1276.0,901.5600000000003,0.2045
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,154,Classic Robot #154,Board Games,16,41,1018.4399999999999,652.7199999999998,365.71999999999997,0.3902
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,155,Jungle Action Hero,Arts & Crafts,16,42,1036.56,761.0400000000001,275.52000000000004,0.3810
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,156,Ocean Music Toy,Plush,21,57,505.59000000000003,348.8400000000001,156.74999999999997,0.3684
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,157,Rocket Drone Toy,STEM Kits,15,56,1131.2,645.1199999999999,486.08,0.2679
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,158,Pro Puzzle Pack,Pretend Play,0,45,891.4499999999997,621.9000000000002,269.54999999999995,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,160,Glow Stacking Blocks,Arts & Crafts,21,37,326.7100000000001,190.18,136.52999999999997,0.5676
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,161,Deluxe Card Deck #161,Card Games,8,37,1548.8199999999997,819.5499999999997,729.2700000000001,0.2162
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,162,Mega Explorer Kit,Arts & Crafts,36,56,319.75999999999993,230.16000000000005,89.6,0.6429
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,163,Ocean Stacking Blocks,Board Games,0,55,1949.7500000000007,1096.7000000000007,853.0499999999997,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,164,Ocean Action Hero,Educational,32,41,349.32000000000005,168.09999999999997,181.22000000000003,0.7805
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,165,Retro Explorer Kit,Baby & Toddler,25,49,363.58,257.74,105.84,0.5102
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,166,Jungle Explorer Kit,Puzzles,25,52,1147.6400000000003,605.2800000000001,542.36,0.4808
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,167,Pro Board Game,Toy Vehicles,0,34,685.4399999999999,318.91999999999996,366.5199999999999,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,168,Pro Board Game #168,Model Kits,23,59,792.37,430.69999999999993,361.66999999999996,0.3898
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,169,Mini Train Set,Card Games,9,25,939.0000000000001,539.7499999999999,399.2500000000001,0.3600
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,170,Adventure Space Ship,Arts & Crafts,32,52,431.0799999999999,237.64000000000004,193.43999999999994,0.6154
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,172,Eco Art Kit,Board Games,0,39,1030.7699999999998,486.3300000000002,544.44,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,173,Eco Science Lab,Pretend Play,25,61,905.8500000000001,642.3299999999997,263.52,0.4098
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,175,Retro Explorer Kit #175,Educational,29,59,558.7300000000002,385.26999999999987,173.45999999999995,0.4915
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,176,Deluxe Science Lab,Baby & Toddler,25,41,1146.7700000000004,590.3999999999997,556.37,0.6098
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,177,Rocket Sticker Book,Baby & Toddler,27,42,1227.66,621.6,606.0600000000001,0.6429
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,178,Neo Farm Set,Action Figures,0,55,1195.1500000000003,587.95,607.2,0.0000
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,179,Classic Castle,Model Kits,33,60,682.2000000000002,343.20000000000005,339.0,0.5500
1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,180,Rocket Music Toy,Outdoor Play,32,37,499.5,245.30999999999997,254.19000000000003,0.8649
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,1,Classic Board Game,Building Blocks,19,56,1309.8400000000001,664.1600000000001,645.6800000000001,0.3393
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,3,Retro Princess Doll,Building Blocks,23,40,444.0000000000001,317.20000000000016,126.80000000000004,0.5750
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,4,Deluxe Builder Set,Baby & Toddler,28,41,678.14,325.1300000000001,353.0100000000001,0.6829
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,6,Retro Science Lab,Action Figures,25,50,1496.0000000000002,687.9999999999999,808.0000000000001,0.5000
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,10,Smart Space Ship,Board Games,38,53,266.59000000000003,166.95,99.64000000000001,0.7170
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,12,Galaxy Castle,Building Blocks,25,85,1515.55,912.0500000000002,603.4999999999998,0.2941
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,13,Deluxe Explorer Kit,Toy Vehicles,15,19,583.4900000000001,383.99,199.5,0.7895
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,15,Galaxy Sticker Book,Outdoor Play,31,40,499.6,267.59999999999997,232.00000000000003,0.7750
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,16,Mini Robot,STEM Kits,26,39,559.2599999999999,374.00999999999993,185.25,0.6667
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,17,Magic Princess Doll,Arts & Crafts,28,27,338.58,175.22999999999996,163.34999999999997,1.0370
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,18,Mega Farm Set,Arts & Crafts,30,49,649.7399999999999,376.80999999999995,272.92999999999995,0.6122
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,19,Ocean Castle,Toy Vehicles,25,57,704.52,510.72,193.79999999999995,0.4386
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,21,Adventure Princess Doll #21,STEM Kits,17,46,1054.3200000000002,652.7400000000001,401.5800000000001,0.3696
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,22,Retro Art Kit,Puzzles,21,43,355.17999999999995,198.23000000000008,156.95000000000002,0.4884
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,23,Ocean Farm Set,Puzzles,33,48,454.08000000000004,208.79999999999998,245.28000000000003,0.6875
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,26,Rainbow Farm Set,Dolls,35,57,857.28,565.44,291.84,0.6140
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,27,Mini Science Lab,Toy Vehicles,31,48,683.0400000000002,406.5600000000002,276.48,0.6458
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,28,Smart Drone Toy #28,Educational,32,38,459.42,290.70000000000005,168.71999999999994,0.8421
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,31,Neo Music Toy,Toy Vehicles,18,34,518.5,366.85999999999996,151.64000000000004,0.5294
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,33,City Drone Toy,Board Games,25,57,480.51000000000005,354.54,125.96999999999997,0.4386
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,34,Deluxe Plush Bear,Plush,36,47,1212.5999999999997,593.6099999999999,618.9899999999999,0.7660
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,38,Mega Card Deck,Action Figures,27,40,572.3999999999999,304.4000000000001,267.99999999999994,0.6750
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,39,Rainbow Plush Bear,Toy Vehicles,35,33,369.27,228.69,140.57999999999998,1.0606
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,41,Classic Board Game,Card Games,22,38,1128.2200000000007,536.1800000000001,592.04,0.5789
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,42,City Plush Bear #42,Puzzles,13,29,966.5700000000002,551.8699999999999,414.7,0.4483
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,43,City Action Hero,Outdoor Play,23,48,1055.0400000000004,528.4799999999998,526.5600000000002,0.4792
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,44,Eco Castle,STEM Kits,30,55,636.3499999999998,348.1500000000001,288.2,0.5455
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,45,Retro Stacking Blocks,Puzzles,32,38,603.4399999999999,336.30000000000007,267.14,0.8421
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,48,Pro Robot,Outdoor Play,35,40,546.0,306.40000000000003,239.60000000000002,0.8750
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,49,Neo Princess Doll #49,Arts & Crafts,21,44,597.9599999999998,352.0,245.96000000000006,0.4773
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,50,Jungle Princess Doll,Plush,33,45,984.1500000000001,494.1,490.05,0.7333
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,52,Adventure Stacking Blocks,Puzzles,28,66,920.6999999999998,452.0999999999999,468.5999999999999,0.4242
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,56,Mega Art Kit #56,Card Games,19,35,1136.7999999999997,538.3,598.4999999999998,0.5429
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,58,Neo Card Deck,Action Figures,25,54,697.68,407.16,290.51999999999987,0.4630
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,60,Mini Robot,Action Figures,23,41,762.19,427.22,334.96999999999997,0.5610
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,61,Mini Robot,Arts & Crafts,29,82,492.82,339.47999999999996,153.34,0.3537
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,62,Mini Stacking Blocks,Educational,31,59,691.4800000000001,422.43999999999994,269.0400000000001,0.5254
2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,63,Adventure Drone Toy #63,Arts & Crafts,27,47,695.1299999999999,388.22,306.90999999999997,0.5745
