"Date","Year","Quarter","Month_Number","Month_Name","Store_ID","Store_Name","Store_City","Store_Location","Units_Sold","Revenue","COGS","Gross_Profit","Gross_Margin"
"2025-01-01",2025,1,1,January,23,Wonderland Toys Irvine 1,"Irvine, CA",Downtown,22,351.10999999999996,183.38,167.73000000000002,0.4777135370681554
"2025-01-01",2025,1,1,January,24,Playtime Emporium Los Angeles 1,"Los Angeles, CA",Downtown,22,316.01,164.35,151.66,0.47992152147083955
"2025-01-01",2025,1,1,January,25,City Lights Toys Raleigh 1,"Raleigh, NC",Downtown,6,77.29,43.6,33.69,0.43589080087980325
"2025-01-01",2025,1,1,January,26,Board Game Barn Charleston 1,"Charleston, SC",Mall,14,173.25,95.81,77.44,0.446984126984127
"2025-01-01",2025,1,1,January,27,Giggles & Gadgets Gilbert 1,"Gilbert, AZ",Commercial,12,133.17,80.44,52.73,0.39596005106255167
"2025-01-01",2025,1,1,January,28,Little Sprouts Toys Peoria 1,"Peoria, AZ",Downtown,3,89.78,57.739999999999995,32.04,0.356872354644687
"2025-01-01",2025,1,1,January,29,Mini Makers Miami 1,"Miami, FL",Commercial,12,206.07,103.9,102.17,0.4958023972436551
"2025-01-01",2025,1,1,January,30,Bluebird Toys Naperville 1,"Naperville, IL",Residential,17,273.25,151.35999999999999,121.89000000000001,0.44607502287282713
"2025-01-01",2025,1,1,January,31,Dinosaur Dreams Toys Glendale 1,"Glendale, AZ",Downtown,6,132.89,70.00999999999999,62.88,0.4731733012265784
"2025-01-01",2025,1,1,January,32,Rainbow Toy Market Tallahassee 1,"Tallahassee, FL",Suburban,7,185.01,102.42,82.59,0.44640830225393224
"2025-01-01",2025,1,1,January,33,Maple Street Toys Dayton 1,"Dayton, OH",Commercial,5,53.64,29.709999999999997,23.93,0.44612229679343773
"2025-01-01",2025,1,1,January,34,Sunshine Toy Store Arlington 1,"Arlington, TX",Downtown,19,358.32000000000005,188.39999999999998,169.92000000000002,0.4742129939718687
"2025-01-01",2025,1,1,January,35,Playtime Emporium Fort Worth 1,"Fort Worth, TX",Commercial,19,339.27,187.38,151.89,0.44769652489167916
"2025-01-01",2025,1,1,January,36,Board Game Barn Minneapolis 1,"Minneapolis, MN",Downtown,18,252.39999999999998,151.43,100.97,0.4000396196513471
"2025-01-01",2025,1,1,January,37,Toy Haven Port St. Lucie 1,"Port St. Lucie, FL",Downtown,14,251.02999999999997,142.11999999999998,108.90999999999998,0.43385252758634424
"2025-01-01",2025,1,1,January,38,Wonderland Toys Oakland 1,"Oakland, CA",Downtown,19,215.7,117.25000000000001,98.45,0.45642095503013447
"2025-01-01",2025,1,1,January,39,Wonderland Toys Jersey City 1,"Jersey City, NJ",Mall,19,326.64,179.84000000000003,146.8,0.44942444281165816
"2025-01-01",2025,1,1,January,40,Puzzle Planet Fresno 1,"Fresno, CA",Downtown,11,241.09999999999997,120.87,120.22999999999999,0.4986727498963086
"2025-01-01",2025,1,1,January,41,Classic Toy Chest Modesto 1,"Modesto, CA",Downtown,8,136.60999999999999,82.15,54.459999999999994,0.39865310006588095
"2025-01-01",2025,1,1,January,42,Space Ranger Toys Philadelphia 1,"Philadelphia, PA",Suburban,6,87.01,52.79,34.22,0.3932881278014021
"2025-01-01",2025,1,1,January,43,Creative Play Toys Irving 1,"Irving, TX",Commercial,27,360.89,201.39000000000001,159.49999999999997,0.44196292499099443
"2025-01-01",2025,1,1,January,44,Classic Toy Chest Corpus Christi 1,"Corpus Christi, TX",Mall,5,123.34,62.51,60.83,0.4931895573212259
"2025-01-01",2025,1,1,January,45,Kids Quest Toys Plano 1,"Plano, TX",Downtown,23,405.03,217.33,187.7,0.4634224625336395
"2025-01-01",2025,1,1,January,46,Maple Street Toys San Francisco 1,"San Francisco, CA",Commercial,11,131.66,79.4,52.26,0.39693149020203555
"2025-01-01",2025,1,1,January,47,Neighborhood Toy Co. Worcester 1,"Worcester, MA",Mall,12,226.42999999999998,127.63,98.8,0.43633794108554524
"2025-01-01",2025,1,1,January,48,Spark & Play Austin 1,"Austin, TX",Suburban,7,100.25999999999999,55.230000000000004,45.03,0.4491322561340515
"2025-01-01",2025,1,1,January,49,Wonderland Toys Eugene 1,"Eugene, OR",Commercial,4,67.63,36.74,30.89,0.4567499630341565
"2025-01-01",2025,1,1,January,50,Mountain Trail Toys Kansas City 1,"Kansas City, MO",Mall,22,309.51,183.32,126.18999999999998,0.4077089593228005
"2025-01-01",2025,1,1,January,51,Bright Star Toy Shop Birmingham 1,"Birmingham, AL",Downtown,13,147.32,88.71000000000001,58.61,0.39784143361390173
"2025-01-01",2025,1,1,January,52,Toy Galaxy Madison 1,"Madison, WI",Commercial,17,232.9,147.51,85.39000000000001,0.36663804207814515
"2025-01-01",2025,1,1,January,53,Sunshine Toy Store Laredo 1,"Laredo, TX",Downtown,12,171.7,92.18,79.52,0.4631333721607455
"2025-01-01",2025,1,1,January,54,Sunshine Toy Store Tulsa 1,"Tulsa, OK",Mall,2,51.71,27.99,23.720000000000002,0.4587120479597757
"2025-01-01",2025,1,1,January,55,Board Game Barn Toledo 1,"Toledo, OH",Downtown,27,341.9,192.29000000000002,149.60999999999999,0.43758408891488737
"2025-01-01",2025,1,1,January,56,Board Game Barn Oklahoma City 1,"Oklahoma City, OK",Mall,15,364.23,180.70000000000002,183.53000000000003,0.5038849078878731
"2025-01-01",2025,1,1,January,57,Bluebird Toys Norfolk 1,"Norfolk, VA",Mall,11,162.01999999999998,96.55999999999999,65.45999999999998,0.4040241945438834
"2025-01-01",2025,1,1,January,58,Little Sprouts Toys Savannah 1,"Savannah, GA",Commercial,3,58.22,32.85,25.37,0.4357609069048437
"2025-01-01",2025,1,1,January,59,Bright Star Toy Shop Little Rock 1,"Little Rock, AR",Mall,7,136.88,81.81000000000002,55.06999999999999,0.4023232028053769
"2025-01-01",2025,1,1,January,60,Wonderland Toys Scottsdale 1,"Scottsdale, AZ",Downtown,19,262.92,149.32999999999998,113.58999999999999,0.4320325574319184
"2025-01-01",2025,1,1,January,61,Rainbow Toy Market Baltimore 1,"Baltimore, MD",Downtown,14,214.01000000000002,109.75,104.25999999999999,0.48717349656558095
"2025-01-01",2025,1,1,January,62,Mountain Trail Toys Baton Rouge 1,"Baton Rouge, LA",Commercial,8,110.1,59.36000000000001,50.74000000000001,0.4608537693006359
"2025-01-01",2025,1,1,January,63,Dinosaur Dreams Toys Moreno Valley 1,"Moreno Valley, CA",Suburban,23,360.40999999999997,208.23000000000005,152.18,0.4222413362559308
"2025-01-01",2025,1,1,January,64,Board Game Barn Yonkers 1,"Yonkers, NY",Airport,10,168.03,84.66000000000001,83.37,0.49616139975004464
"2025-01-01",2025,1,1,January,65,Toy Galaxy Spokane 1,"Spokane, WA",Downtown,7,112.16,60.18,51.98,0.4634450784593438
"2025-01-01",2025,1,1,January,66,Wonderland Toys Knoxville 1,"Knoxville, TN",Residential,13,203.0,109.36,93.64,0.4612807881773399
"2025-01-01",2025,1,1,January,67,Wonderland Toys Huntington Beach 1,"Huntington Beach, CA",Mall,4,104.55000000000001,51.42,53.13,0.5081779053084649
"2025-01-01",2025,1,1,January,68,Wonderland Toys Boulder 1,"Boulder, CO",Residential,24,481.96999999999997,244.77000000000004,237.20000000000002,0.4921468141170613
"2025-01-01",2025,1,1,January,69,Bluebird Toys Amarillo 1,"Amarillo, TX",Mall,17,189.78,115.56,74.22000000000001,0.39108441353145756
"2025-01-01",2025,1,1,January,70,Wonderland Toys Chandler 1,"Chandler, AZ",Suburban,6,235.51999999999998,133.93,101.58999999999999,0.4313434103260869
"2025-01-01",2025,1,1,January,71,Neighborhood Toy Co. Rochester 1,"Rochester, NY",Downtown,14,220.57999999999998,124.52000000000001,96.06,0.4354882582283072
"2025-01-01",2025,1,1,January,72,Playtime Emporium Boston 1,"Boston, MA",Airport,3,37.29,23.669999999999998,13.620000000000001,0.36524537409493163
"2025-01-01",2025,1,1,January,73,Rainbow Toy Market Tampa 1,"Tampa, FL",Downtown,7,100.62,47.18000000000001,53.44,0.5311071357582985
"2025-01-01",2025,1,1,January,74,Creative Play Toys Huntsville 1,"Huntsville, AL",Downtown,14,243.59,146.01,97.58,0.400591157272466
"2025-01-01",2025,1,1,January,75,Wonderland Toys Newport News 1,"Newport News, VA",Residential,11,165.95999999999998,98.62,67.34,0.40576042419860214
"2025-01-01",2025,1,1,January,76,Giggles & Gadgets Mesa 1,"Mesa, AZ",Residential,6,148.82000000000002,75.78,73.04,0.49079424808493477
"2025-01-01",2025,1,1,January,77,Happy Hippo Toys Buffalo 1,"Buffalo, NY",Suburban,9,100.47,59.8,40.669999999999995,0.4047974519757141
"2025-01-01",2025,1,1,January,78,Giggles & Gadgets San Jose 1,"San Jose, CA",Airport,7,106.19,66.22,39.96999999999999,0.3764007910349373
"2025-01-01",2025,1,1,January,79,Storybook Toys Grand Rapids 1,"Grand Rapids, MI",Commercial,14,199.22,120.4,78.82,0.39564300773014754
"2025-01-01",2025,1,1,January,80,Spark & Play El Paso 1,"El Paso, TX",Commercial,24,439.84999999999997,269.81,170.03999999999996,0.3865863362509946
"2025-01-01",2025,1,1,January,81,Bluebird Toys Salt Lake City 1,"Salt Lake City, UT",Mall,16,241.97000000000003,146.82999999999998,95.14000000000001,0.3931892383353308
"2025-01-01",2025,1,1,January,82,Toy Haven Albuquerque 1,"Albuquerque, NM",Commercial,30,702.74,400.21,302.53,0.4305006118905996
"2025-01-01",2025,1,1,January,83,Kids Quest Toys Winston-Salem 1,"Winston-Salem, NC",Downtown,21,391.74,230.93,160.81,0.4105018634808802
"2025-01-01",2025,1,1,January,84,Puzzle Planet Ann Arbor 1,"Ann Arbor, MI",Downtown,16,237.25,135.07999999999998,102.17,0.4306427818756586
"2025-01-01",2025,1,1,January,85,Cedar Toy Corner Montgomery 1,"Montgomery, AL",Downtown,10,144.65,78.60000000000001,66.05,0.45661942620117524
"2025-01-01",2025,1,1,January,86,Maple Street Toys Des Moines 1,"Des Moines, IA",Commercial,13,172.65,103.9,68.75,0.39820445988995073
"2025-01-01",2025,1,1,January,87,City Lights Toys Springfield 1,"Springfield, MO",Residential,21,333.43000000000006,184.87,148.56,0.4455507902708214
"2025-01-01",2025,1,1,January,88,Mini Makers Syracuse 1,"Syracuse, NY",Suburban,4,76.48,43.63,32.85,0.42952405857740583
"2025-01-01",2025,1,1,January,89,Spark & Play Omaha 1,"Omaha, NE",Residential,19,275.77,169.18,106.59,0.3865177502991624
"2025-01-01",2025,1,1,January,90,City Lights Toys Columbia 1,"Columbia, SC",Residential,2,24.98,13.38,11.6,0.46437149719775817
"2025-01-01",2025,1,1,January,91,Kids Quest Toys Fremont 1,"Fremont, CA",Suburban,3,50.19,27.27,22.92,0.45666467423789603
"2025-01-01",2025,1,1,January,92,Storybook Toys Phoenix 1,"Phoenix, AZ",Downtown,17,328.59,172.23,156.36,0.47585136492285224
"2025-01-01",2025,1,1,January,93,Space Ranger Toys Tempe 1,"Tempe, AZ",Residential,16,221.18,142.98,78.20000000000002,0.353558187901257
"2025-01-01",2025,1,1,January,94,Rocketship Toys Cleveland 1,"Cleveland, OH",Residential,15,192.62,109.80999999999999,82.81,0.42991381995639083
"2025-01-01",2025,1,1,January,95,Happy Hippo Toys Durham 1,"Durham, NC",Downtown,15,219.15999999999997,120.34,98.82,0.45090344953458666
"2025-01-01",2025,1,1,January,96,Neighborhood Toy Co. San Bernardino 1,"San Bernardino, CA",Downtown,23,335.76,180.98,154.77999999999997,0.46098403621634493
"2025-01-01",2025,1,1,January,97,Storybook Toys Memphis 1,"Memphis, TN",Suburban,7,157.39000000000001,79.57,77.82000000000001,0.4944405616621132
"2025-01-01",2025,1,1,January,98,Wonderland Toys Chesapeake 1,"Chesapeake, VA",Downtown,22,407.5400000000001,210.02999999999997,197.51,0.48463954458458053
"2025-01-01",2025,1,1,January,99,City Lights Toys Stockton 1,"Stockton, CA",Downtown,11,178.14,87.71000000000001,90.43,0.507634444818682
"2025-01-01",2025,1,1,January,100,Happy Hippo Toys Atlanta 1,"Atlanta, GA",Mall,15,264.11,143.24,120.87,0.457650221498618
"2025-01-01",2025,1,1,January,101,Storybook Toys Fort Collins 1,"Fort Collins, CO",Downtown,13,224.79,128.88,95.91,0.42666488722807955
"2025-01-01",2025,1,1,January,102,Board Game Barn Iowa City 1,"Iowa City, IA",Airport,6,69.49,43.32,26.169999999999998,0.3766009497769463
"2025-01-01",2025,1,1,January,103,Toy Haven Akron 1,"Akron, OH",Downtown,20,430.43,227.04999999999998,203.38000000000002,0.47250423994610047
"2025-01-01",2025,1,1,January,104,Dinosaur Dreams Toys Columbus 1,"Columbus, OH",Suburban,15,383.64,221.17000000000002,162.47,0.4234959858200396
"2025-01-01",2025,1,1,January,105,Wonderland Toys Santa Clarita 1,"Santa Clarita, CA",Mall,9,120.02000000000001,80.3,39.72,0.33094484252624556
"2025-01-01",2025,1,1,January,106,Board Game Barn St. Petersburg 1,"St. Petersburg, FL",Downtown,13,224.05,126.54,97.50999999999999,0.4352153537156884
"2025-01-01",2025,1,1,January,107,Wonderland Toys Portland 1,"Portland, OR",Commercial,14,213.87999999999997,138.92,74.96,0.35047690293622596
"2025-01-01",2025,1,1,January,108,Bluebird Toys Fort Lauderdale 1,"Fort Lauderdale, FL",Mall,16,232.85,135.92000000000002,96.93,0.4162765729010093
"2025-01-01",2025,1,1,January,109,Wonderland Toys Lincoln 1,"Lincoln, NE",Mall,7,88.5,56.61,31.889999999999997,0.36033898305084744
"2025-01-01",2025,1,1,January,110,Giggles & Gadgets Lubbock 1,"Lubbock, TX",Downtown,11,143.72,79.44999999999999,64.27,0.44718897856944057
"2025-01-01",2025,1,1,January,111,Maple Street Toys Indianapolis 1,"Indianapolis, IN",Mall,11,216.31,133.26,83.05,0.3839397161481207
"2025-01-01",2025,1,1,January,112,Neighborhood Toy Co. Cincinnati 1,"Cincinnati, OH",Commercial,13,313.27000000000004,203.01999999999998,110.24999999999999,0.3519328374884284
"2025-01-01",2025,1,1,January,113,Space Ranger Toys Oceanside 1,"Oceanside, CA",Downtown,5,50.65,31.759999999999998,18.89,0.3729516288252715
"2025-01-01",2025,1,1,January,114,Neighborhood Toy Co. Garland 1,"Garland, TX",Downtown,8,231.81,123.67999999999999,108.13,0.4664596005349208
"2025-01-01",2025,1,1,January,115,Mountain Trail Toys Pittsburgh 1,"Pittsburgh, PA",Downtown,10,165.63,102.75,62.879999999999995,0.3796413693171527
"2025-01-01",2025,1,1,January,117,Mountain Trail Toys Richmond 1,"Richmond, VA",Suburban,3,15.0,9.42,5.58,0.372
"2025-01-01",2025,1,1,January,118,Giggles & Gadgets St. Louis 1,"St. Louis, MO",Mall,10,101.89,57.3,44.59,0.43762881538914516
"2025-01-01",2025,1,1,January,119,Adventure Toys Virginia Beach 1,"Virginia Beach, VA",Downtown,17,264.9,156.91,107.99000000000001,0.40766326915817297
"2025-01-01",2025,1,1,January,120,Dinosaur Dreams Toys Aurora 1,"Aurora, CO",Downtown,9,171.08999999999997,90.74000000000001,80.35000000000001,0.4696358641650594
"2025-01-02",2025,1,1,January,1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,18,325.48,183.94,141.54000000000002,0.434865429519479
"2025-01-02",2025,1,1,January,2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,11,200.05,114.37000000000002,85.68,0.42829292676830794
"2025-01-02",2025,1,1,January,3,Wonderland Toys Orlando 1,"Orlando, FL",Mall,7,91.32000000000001,57.230000000000004,34.089999999999996,0.3733026719229084
"2025-01-02",2025,1,1,January,4,Spark & Play St. Paul 1,"St. Paul, MN",Downtown,25,394.27000000000004,222.08,172.19,0.4367311740685317
"2025-01-02",2025,1,1,January,5,Tiny Treasures Toys Riverside 1,"Riverside, CA",Residential,8,245.45,133.54,111.91,0.45593807292727645
"2025-01-02",2025,1,1,January,6,Rainbow Toy Market Sacramento 1,"Sacramento, CA",Residential,3,45.46,30.36,15.1,0.332160140783106
"2025-01-02",2025,1,1,January,7,Puzzle Planet Las Vegas 1,"Las Vegas, NV",Downtown,14,260.26,144.94,115.32000000000001,0.4430953661722893
"2025-01-02",2025,1,1,January,8,Neighborhood Toy Co. Santa Rosa 1,"Santa Rosa, CA",Suburban,16,362.0,185.62,176.38,0.4872375690607735
"2025-01-02",2025,1,1,January,9,Space Ranger Toys Nashville 1,"Nashville, TN",Downtown,14,174.88,105.61,69.27,0.3961001829826166
"2025-01-02",2025,1,1,January,10,Board Game Barn Fayetteville 1,"Fayetteville, NC",Mall,7,145.65,87.5,58.15,0.3992447648472365
"2025-01-02",2025,1,1,January,11,Spark & Play Dallas 1,"Dallas, TX",Commercial,6,75.96,44.95,31.009999999999998,0.4082411795681938
"2025-01-02",2025,1,1,January,12,Tiny Treasures Toys San Diego 1,"San Diego, CA",Downtown,18,365.4,197.19,168.20999999999998,0.4603448275862069
"2025-01-02",2025,1,1,January,13,Space Ranger Toys Detroit 1,"Detroit, MI",Mall,25,339.01,194.37,144.64,0.4266540810005604
"2025-01-02",2025,1,1,January,14,Puzzle Planet Honolulu 1,"Honolulu, HI",Mall,23,409.79,211.70000000000002,198.08999999999997,0.4833939334781229
"2025-01-02",2025,1,1,January,15,Bluebird Toys Lexington 1,"Lexington, KY",Downtown,14,271.01,144.43,126.57999999999998,0.46706763588059474
"2025-01-02",2025,1,1,January,16,Rocketship Toys Chattanooga 1,"Chattanooga, TN",Mall,13,191.82000000000002,124.7,67.12,0.34991137524762794
"2025-01-02",2025,1,1,January,17,Mini Makers Asheville 1,"Asheville, NC",Downtown,14,199.95,113.84,86.10999999999999,0.430657664416104
"2025-01-02",2025,1,1,January,18,Ocean Wave Toys Wichita 1,"Wichita, KS",Downtown,9,191.17000000000002,111.92999999999999,79.24000000000001,0.41450018308311976
"2025-01-02",2025,1,1,January,19,Bluebird Toys Gainesville 1,"Gainesville, FL",Residential,6,216.19,117.51,98.67999999999998,0.4564503446042832
"2025-01-02",2025,1,1,January,20,Mini Makers Oxnard 1,"Oxnard, CA",Commercial,16,277.27,146.15,131.12,0.4728964547192268
"2025-01-02",2025,1,1,January,21,Kids Quest Toys Santa Ana 1,"Santa Ana, CA",Suburban,14,269.94,160.01999999999998,109.91999999999999,0.4072016003556345
"2025-01-02",2025,1,1,January,22,City Lights Toys Aurora 1,"Aurora, IL",Mall,29,396.87,223.71000000000004,173.16,0.43631415828860837
"2025-01-02",2025,1,1,January,23,Wonderland Toys Irvine 1,"Irvine, CA",Downtown,15,232.64000000000001,137.34,95.30000000000001,0.4096458046767538
"2025-01-02",2025,1,1,January,24,Playtime Emporium Los Angeles 1,"Los Angeles, CA",Downtown,29,410.73999999999995,230.24,180.5,0.4394507474314652
"2025-01-02",2025,1,1,January,25,City Lights Toys Raleigh 1,"Raleigh, NC",Downtown,29,368.06000000000006,225.73,142.33000000000004,0.3867032549040918
"2025-01-02",2025,1,1,January,26,Board Game Barn Charleston 1,"Charleston, SC",Mall,12,177.82,94.62,83.19999999999999,0.4678888763918569
"2025-01-02",2025,1,1,January,27,Giggles & Gadgets Gilbert 1,"Gilbert, AZ",Commercial,8,133.77,71.96,61.81,0.4620617477760335
"2025-01-02",2025,1,1,January,28,Little Sprouts Toys Peoria 1,"Peoria, AZ",Downtown,24,419.15000000000003,224.96,194.18999999999997,0.4632947632112608
"2025-01-02",2025,1,1,January,29,Mini Makers Miami 1,"Miami, FL",Commercial,21,414.22999999999996,229.46,184.76999999999995,0.4460565386379547
"2025-01-02",2025,1,1,January,30,Bluebird Toys Naperville 1,"Naperville, IL",Residential,8,99.47000000000001,55.339999999999996,44.13,0.4436513521664823
"2025-01-02",2025,1,1,January,31,Dinosaur Dreams Toys Glendale 1,"Glendale, AZ",Downtown,9,109.48,70.58999999999999,38.88999999999999,0.35522469857508215
"2025-01-02",2025,1,1,January,32,Rainbow Toy Market Tallahassee 1,"Tallahassee, FL",Suburban,11,182.43,113.89999999999999,68.53,0.375650934605054
"2025-01-02",2025,1,1,January,33,Maple Street Toys Dayton 1,"Dayton, OH",Commercial,24,398.0,233.39000000000001,164.60999999999999,0.41359296482412056
"2025-01-02",2025,1,1,January,34,Sunshine Toy Store Arlington 1,"Arlington, TX",Downtown,11,185.96,112.44000000000001,73.52,0.3953538395353839
"2025-01-02",2025,1,1,January,35,Playtime Emporium Fort Worth 1,"Fort Worth, TX",Commercial,13,148.19,73.47000000000001,74.72,0.5042175585397125
"2025-01-02",2025,1,1,January,36,Board Game Barn Minneapolis 1,"Minneapolis, MN",Downtown,15,442.33000000000004,252.85999999999999,189.47,0.42834535301697824
"2025-01-02",2025,1,1,January,37,Toy Haven Port St. Lucie 1,"Port St. Lucie, FL",Downtown,14,265.74,154.44,111.30000000000001,0.4188304357642809
"2025-01-02",2025,1,1,January,38,Wonderland Toys Oakland 1,"Oakland, CA",Downtown,14,171.81,99.88,71.93,0.41866014783772776
"2025-01-02",2025,1,1,January,39,Wonderland Toys Jersey City 1,"Jersey City, NJ",Mall,13,217.14000000000001,116.06000000000002,101.08,0.46550612508059314
"2025-01-02",2025,1,1,January,40,Puzzle Planet Fresno 1,"Fresno, CA",Downtown,11,230.32,118.83000000000001,111.49000000000001,0.4840656477943731
"2025-01-02",2025,1,1,January,41,Classic Toy Chest Modesto 1,"Modesto, CA",Downtown,10,159.73999999999998,112.96,46.779999999999994,0.2928508826843621
"2025-01-02",2025,1,1,January,42,Space Ranger Toys Philadelphia 1,"Philadelphia, PA",Suburban,4,60.28999999999999,34.92,25.369999999999997,0.42079946923204514
"2025-01-02",2025,1,1,January,43,Creative Play Toys Irving 1,"Irving, TX",Commercial,22,378.55999999999995,203.76,174.79999999999998,0.4617497886728656
"2025-01-02",2025,1,1,January,44,Classic Toy Chest Corpus Christi 1,"Corpus Christi, TX",Mall,12,388.80000000000007,212.38,176.42,0.4537551440329217
"2025-01-02",2025,1,1,January,45,Kids Quest Toys Plano 1,"Plano, TX",Downtown,9,156.4,85.46,70.94000000000001,0.4535805626598466
"2025-01-02",2025,1,1,January,46,Maple Street Toys San Francisco 1,"San Francisco, CA",Commercial,11,159.76,97.78999999999999,61.970000000000006,0.3878943415122685
"2025-01-02",2025,1,1,January,47,Neighborhood Toy Co. Worcester 1,"Worcester, MA",Mall,10,176.35000000000002,94.61999999999999,81.72999999999999,0.4634533597958604
"2025-01-02",2025,1,1,January,48,Spark & Play Austin 1,"Austin, TX",Suburban,8,144.01,87.09,56.919999999999995,0.3952503298382057
"2025-01-02",2025,1,1,January,49,Wonderland Toys Eugene 1,"Eugene, OR",Commercial,44,586.66,335.49000000000007,251.17,0.42813554699485223
"2025-01-02",2025,1,1,January,50,Mountain Trail Toys Kansas City 1,"Kansas City, MO",Mall,11,144.59,84.94,59.65,0.4125458192129469
"2025-01-02",2025,1,1,January,51,Bright Star Toy Shop Birmingham 1,"Birmingham, AL",Downtown,21,396.11000000000007,217.21,178.89999999999998,0.451642220595289
"2025-01-02",2025,1,1,January,52,Toy Galaxy Madison 1,"Madison, WI",Commercial,11,191.92,110.83000000000001,81.09,0.42251979991663197
"2025-01-02",2025,1,1,January,53,Sunshine Toy Store Laredo 1,"Laredo, TX",Downtown,2,25.08,12.98,12.099999999999998,0.48245614035087714
"2025-01-02",2025,1,1,January,54,Sunshine Toy Store Tulsa 1,"Tulsa, OK",Mall,18,346.82,188.77999999999997,158.04000000000002,0.455683063260481
"2025-01-02",2025,1,1,January,55,Board Game Barn Toledo 1,"Toledo, OH",Downtown,18,296.39,169.64000000000001,126.74999999999997,0.4276460069503019
"2025-01-02",2025,1,1,January,56,Board Game Barn Oklahoma City 1,"Oklahoma City, OK",Mall,14,199.37,110.42,88.94999999999999,0.446155389476852
"2025-01-02",2025,1,1,January,57,Bluebird Toys Norfolk 1,"Norfolk, VA",Mall,9,190.93,112.77000000000001,78.16,0.40936468862934056
"2025-01-02",2025,1,1,January,58,Little Sprouts Toys Savannah 1,"Savannah, GA",Commercial,11,159.32,97.62,61.69999999999999,0.3872709013306552
"2025-01-02",2025,1,1,January,60,Wonderland Toys Scottsdale 1,"Scottsdale, AZ",Downtown,17,228.32000000000002,147.35,80.97,0.3546338472319551
