"Date","Year","Quarter","Month_Number","Month_Name","Day_of_Month","Day_of_Week","Day_of_Week_Name","Units_Sold","Revenue","COGS","Gross_Profit","Gross_Margin"
"2025-02-11",2025,1,2,February,11,3,Tuesday,1582,27151.690000000053,15357.62,11794.070000000009,0.4343770129962439
"2025-02-12",2025,1,2,February,12,4,Wednesday,1569,26183.710000000025,14913.749999999989,11269.96000000001,0.43041876036665544
"2025-02-13",2025,1,2,February,13,5,Thursday,1579,26872.08000000003,15222.15999999999,11649.919999999996,0.43353249915897774
"2025-02-14",2025,1,2,February,14,6,Friday,1579,27756.370000000003,15739.260000000006,12017.110000000004,0.43294962561747097
"2025-02-15",2025,1,2,February,15,7,Saturday,1588,27752.660000000054,15564.249999999995,12188.410000000009,0.4391798840183242
"2025-02-16",2025,1,2,February,16,1,Sunday,1527,27258.16000000003,15454.269999999995,11803.890000000007,0.43304060141990486
"2025-02-17",2025,1,2,February,17,2,Monday,1606,29077.400000000034,16298.019999999986,12779.380000000014,0.43949527811977684
"2025-02-18",2025,1,2,February,18,3,Tuesday,1606,25942.380000000023,14618.019999999991,11324.360000000013,0.43651970250994715
"2025-02-19",2025,1,2,February,19,4,Wednesday,1449,24671.860000000033,13915.719999999992,10756.14,0.43596794080381396
"2025-02-20",2025,1,2,February,20,5,Thursday,1476,26361.970000000005,14883.749999999995,11478.220000000001,0.43540827942676513
"2025-02-21",2025,1,2,February,21,6,Friday,1557,27368.620000000006,15386.71,11981.910000000003,0.4377973752421569
"2025-02-22",2025,1,2,February,22,7,Saturday,1527,25368.99,14335.649999999998,11033.34000000001,0.43491443687746373
"2025-02-23",2025,1,2,February,23,1,Sunday,1477,25984.030000000006,14653.970000000005,11330.060000000016,0.4360393672575044
"2025-02-24",2025,1,2,February,24,2,Monday,1623,27299.01000000003,15443.410000000007,11855.600000000002,0.43428681113344364
"2025-02-25",2025,1,2,February,25,3,Tuesday,1535,27552.000000000036,15443.289999999999,12108.710000000012,0.4394856997677118
"2025-02-26",2025,1,2,February,26,4,Wednesday,1570,28077.390000000014,15756.740000000009,12320.649999999998,0.4388103737562498
"2025-02-27",2025,1,2,February,27,5,Thursday,1612,27973.519999999957,15624.65,12348.869999999994,0.44144855563404295
"2025-02-28",2025,1,2,February,28,6,Friday,1585,28017.09000000006,15640.280000000004,12376.809999999994,0.4417592976286962
"2025-03-01",2025,1,3,March,1,7,Saturday,1514,26051.25,14592.639999999994,11458.61,0.43984875965644643
"2025-03-02",2025,1,3,March,2,1,Sunday,1486,25933.539999999983,14717.820000000005,11215.720000000001,0.43247932985624055
"2025-03-03",2025,1,3,March,3,2,Monday,1516,25908.20000000003,14707.240000000002,11200.960000000014,0.432332620560286
"2025-03-04",2025,1,3,March,4,3,Tuesday,1537,26331.65000000002,14849.099999999995,11482.550000000005,0.43607407815309696
"2025-03-05",2025,1,3,March,5,4,Wednesday,1597,27422.600000000046,15494.929999999998,11927.670000000002,0.4349576626578071
"2025-03-06",2025,1,3,March,6,5,Thursday,1570,26830.8,15145.539999999999,11685.260000000013,0.4355166450497195
"2025-03-07",2025,1,3,March,7,6,Friday,1549,27129.300000000014,15230.000000000002,11899.300000000007,0.4386143394779814
"2025-03-08",2025,1,3,March,8,7,Saturday,1640,28819.54000000003,16276.709999999995,12542.83000000001,0.435219646115101
"2025-03-09",2025,1,3,March,9,1,Sunday,1604,28893.160000000033,16119.949999999986,12773.210000000003,0.44208421647199503
"2025-03-10",2025,1,3,March,10,2,Monday,1514,24939.12000000004,14111.619999999986,10827.499999999995,0.43415725975896413
"2025-03-11",2025,1,3,March,11,3,Tuesday,1512,26616.840000000022,14968.360000000008,11648.480000000016,0.437635722347206
"2025-03-12",2025,1,3,March,12,4,Wednesday,1587,28548.04000000003,16193.909999999989,12354.129999999992,0.4327487981661781
"2025-03-13",2025,1,3,March,13,5,Thursday,1463,25800.300000000014,14476.02,11324.280000000015,0.43892047766886466
"2025-03-14",2025,1,3,March,14,6,Friday,1508,26271.949999999993,14732.059999999992,11539.890000000003,0.43924756251439295
"2025-03-15",2025,1,3,March,15,7,Saturday,1404,24418.92000000003,13755.70000000001,10663.220000000007,0.4366786082267354
"2025-03-16",2025,1,3,March,16,1,Sunday,1691,28520.87999999999,16142.250000000004,12378.629999999996,0.4340199180389946
"2025-03-17",2025,1,3,March,17,2,Monday,1471,25764.250000000036,14679.25,11085.000000000002,0.4302473388513148
"2025-03-18",2025,1,3,March,18,3,Tuesday,1560,27233.74000000002,15392.510000000004,11841.230000000012,0.4347999944186881
"2025-03-19",2025,1,3,March,19,4,Wednesday,1603,27484.14,15442.779999999988,12041.360000000019,0.43812031229647425
"2025-03-20",2025,1,3,March,20,5,Thursday,1565,27436.510000000002,15342.820000000007,12093.690000000004,0.4407882052053998
"2025-03-21",2025,1,3,March,21,6,Friday,1627,27025.220000000027,15467.029999999986,11558.190000000006,0.42768162479343347
"2025-03-22",2025,1,3,March,22,7,Saturday,1700,29303.000000000033,16529.700000000008,12773.300000000014,0.4359041736340989
"2025-03-23",2025,1,3,March,23,1,Sunday,1467,26182.320000000036,14690.149999999987,11492.17000000001,0.4389286358122578
"2025-03-24",2025,1,3,March,24,2,Monday,1555,26841.770000000062,15083.97999999998,11757.79,0.43804078494078347
"2025-03-25",2025,1,3,March,25,3,Tuesday,1606,28744.170000000002,16132.42,12611.75,0.43875853781827756
"2025-03-26",2025,1,3,March,26,4,Wednesday,1655,27481.53000000004,15487.429999999991,11994.10000000001,0.43644222137559274
"2025-03-27",2025,1,3,March,27,5,Thursday,1613,27911.860000000004,15852.900000000005,12058.96000000001,0.4320371340354963
"2025-03-28",2025,1,3,March,28,6,Friday,1583,26996.770000000008,15191.64000000001,11805.130000000006,0.4372793486035553
"2025-03-29",2025,1,3,March,29,7,Saturday,1682,28960.52000000005,16129.51,12831.010000000011,0.44305178221937963
"2025-03-30",2025,1,3,March,30,1,Sunday,1663,28267.890000000036,15935.200000000003,12332.690000000011,0.436279113863822
"2025-03-31",2025,1,3,March,31,2,Monday,1594,29193.22,16288.370000000006,12904.849999999995,0.44204955808232166
"2025-04-01",2025,2,4,April,1,3,Tuesday,1674,28059.080000000056,15921.990000000014,12137.09,0.43255480935226587
"2025-04-02",2025,2,4,April,2,4,Wednesday,1563,27720.82000000003,15727.989999999987,11992.83,0.43262897706489156
"2025-04-03",2025,2,4,April,3,5,Thursday,1546,28021.420000000024,15621.939999999995,12399.480000000016,0.4425000588835257
"2025-04-04",2025,2,4,April,4,6,Friday,1581,27267.42000000007,15578.529999999993,11688.89000000001,0.42867605369338135
"2025-04-05",2025,2,4,April,5,7,Saturday,1633,28621.60000000002,16107.230000000014,12514.37000000001,0.43723516505017196
"2025-04-06",2025,2,4,April,6,1,Sunday,1615,28504.840000000044,16140.539999999977,12364.30000000001,0.4337614243756496
"2025-04-07",2025,2,4,April,7,2,Monday,1507,25676.160000000036,14459.319999999994,11216.840000000006,0.43685815947555984
"2025-04-08",2025,2,4,April,8,3,Tuesday,1547,25814.910000000033,14538.760000000002,11276.150000000001,0.436807643334801
"2025-04-09",2025,2,4,April,9,4,Wednesday,1611,28055.74000000003,15751.260000000015,12304.480000000005,0.4385726414630301
"2025-04-10",2025,2,4,April,10,5,Thursday,1511,25742.160000000014,14664.520000000002,11077.64000000001,0.4303306327052588
"2025-04-11",2025,2,4,April,11,6,Friday,1515,26139.210000000046,14820.86,11318.350000000017,0.43300275716060266
"2025-04-12",2025,2,4,April,12,7,Saturday,1562,28208.770000000044,15826.000000000004,12382.770000000006,0.43896880296446766
"2025-04-13",2025,2,4,April,13,1,Sunday,1371,22821.06000000004,13037.010000000007,9784.050000000012,0.4287289898015252
"2025-04-14",2025,2,4,April,14,2,Monday,1582,26956.840000000047,15303.030000000012,11653.810000000003,0.43231365397427823
"2025-04-15",2025,2,4,April,15,3,Tuesday,1537,26764.920000000042,15201.389999999996,11563.530000000019,0.4320405216978045
"2025-04-16",2025,2,4,April,16,4,Wednesday,1650,29538.140000000025,16495.709999999995,13042.43000000002,0.4415454053640483
"2025-04-17",2025,2,4,April,17,5,Thursday,1535,26258.700000000033,14694.580000000025,11564.120000000004,0.4403919462882774
"2025-04-18",2025,2,4,April,18,6,Friday,1484,24935.17999999999,14126.880000000014,10808.300000000003,0.4334558643651262
"2025-04-19",2025,2,4,April,19,7,Saturday,1498,25815.230000000003,14535.760000000007,11279.470000000012,0.4369308350148347
"2025-04-20",2025,2,4,April,20,1,Sunday,1641,27826.910000000036,15711.590000000017,12115.320000000005,0.4353814347335004
"2025-04-21",2025,2,4,April,21,2,Monday,1553,26099.450000000015,14704.900000000001,11394.55000000001,0.4365819969386329
"2025-04-22",2025,2,4,April,22,3,Tuesday,1609,28984.510000000042,16136.829999999984,12847.67999999999,0.4432602103675367
"2025-04-23",2025,2,4,April,23,4,Wednesday,1446,25403.96000000004,14246.46,11157.500000000002,0.4392031793468414
"2025-04-24",2025,2,4,April,24,5,Thursday,1559,28077.700000000008,15814.270000000011,12263.430000000024,0.4367676127318128
"2025-04-25",2025,2,4,April,25,6,Friday,1492,25706.00000000005,14396.269999999993,11309.729999999996,0.43996459970434815
"2025-04-26",2025,2,4,April,26,7,Saturday,1552,28061.10000000003,15798.380000000003,12262.720000000016,0.4370006877848695
"2025-04-27",2025,2,4,April,27,1,Sunday,1522,25625.400000000034,14401.220000000001,11224.18000000001,0.43800994325942205
"2025-04-28",2025,2,4,April,28,2,Monday,1553,27969.370000000046,15649.210000000001,12320.160000000027,0.4404875762307126
"2025-04-29",2025,2,4,April,29,3,Tuesday,1564,26968.440000000002,15347.570000000009,11620.870000000004,0.4309062741485975
"2025-04-30",2025,2,4,April,30,4,Wednesday,1521,26451.96000000003,14750.200000000003,11701.760000000011,0.44237780489612105
"2025-05-01",2025,2,5,May,1,5,Thursday,1511,26677.700000000008,15013.800000000003,11663.900000000007,0.43721535214804885
"2025-05-02",2025,2,5,May,2,6,Friday,1644,29021.68000000003,16253.809999999987,12767.87,0.43994248437719624
"2025-05-03",2025,2,5,May,3,7,Saturday,1578,27578.08000000001,15497.769999999984,12080.310000000014,0.4380402841677162
"2025-05-04",2025,2,5,May,4,1,Sunday,1540,26068.69000000002,14812.329999999982,11256.359999999995,0.4317961508614352
"2025-05-05",2025,2,5,May,5,2,Monday,1485,25723.05000000002,14484.279999999992,11238.769999999991,0.43691436279912305
"2025-05-06",2025,2,5,May,6,3,Tuesday,1561,26955.670000000024,15375.840000000002,11579.830000000014,0.4295879123019389
"2025-05-07",2025,2,5,May,7,4,Wednesday,1631,27307.180000000022,15440.659999999996,11866.519999999997,0.43455677224817746
"2025-05-08",2025,2,5,May,8,5,Thursday,1511,27159.240000000023,15496.59,11662.650000000005,0.4294173916501344
"2025-05-09",2025,2,5,May,9,6,Friday,1361,25301.08999999999,13965.879999999996,11335.210000000006,0.44801271407674575
"2025-05-10",2025,2,5,May,10,7,Saturday,1457,25511.540000000048,14513.490000000002,10998.049999999996,0.4311009841036635
"2025-05-11",2025,2,5,May,11,1,Sunday,1544,27023.939999999973,15293.58,11730.359999999997,0.43407289980661623
"2025-05-12",2025,2,5,May,12,2,Monday,1615,27821.670000000013,15653.569999999987,12168.100000000008,0.43736051789845837
"2025-05-13",2025,2,5,May,13,3,Tuesday,1626,29493.53000000007,16678.619999999995,12814.91000000001,0.43449902402323426
"2025-05-14",2025,2,5,May,14,4,Wednesday,1544,25979.620000000054,14765.909999999996,11213.71,0.43163487379722937
"2025-05-15",2025,2,5,May,15,5,Thursday,1572,27029.16000000001,15216.129999999996,11813.030000000013,0.4370476182019718
"2025-05-16",2025,2,5,May,16,6,Friday,1561,26768.219999999994,15225.079999999994,11543.140000000021,0.43122553535498526
"2025-05-17",2025,2,5,May,17,7,Saturday,1607,27767.81000000005,15718.959999999992,12048.850000000013,0.4339143058094964
"2025-05-18",2025,2,5,May,18,1,Sunday,1603,27834.270000000033,15709.01,12125.260000000015,0.4356234239302845
"2025-05-19",2025,2,5,May,19,2,Monday,1498,26597.830000000005,14978.630000000005,11619.199999999999,0.4368476676480749
"2025-05-20",2025,2,5,May,20,3,Tuesday,1566,25813.750000000015,14371.160000000014,11442.589999999995,0.4432749987894044
"2025-05-21",2025,2,5,May,21,4,Wednesday,1543,26457.520000000008,14796.830000000013,11660.690000000006,0.4407325403136803
"2025-05-22",2025,2,5,May,22,5,Thursday,1697,29803.810000000056,16756.970000000005,13046.840000000011,0.43775745449994435
"2025-05-23",2025,2,5,May,23,6,Friday,1559,26339.350000000006,15026.529999999995,11312.82000000001,0.4295026262986751
"2025-05-24",2025,2,5,May,24,7,Saturday,1746,30762.970000000056,17287.609999999993,13475.36000000001,0.4380383298491656
"2025-05-25",2025,2,5,May,25,1,Sunday,1505,26628.730000000014,14942.130000000001,11686.599999999999,0.43887185006569945
"2025-05-26",2025,2,5,May,26,2,Monday,1594,28199.390000000032,15937.390000000009,12262.000000000011,0.4348321009780707
"2025-05-27",2025,2,5,May,27,3,Tuesday,1440,24891.42,13984.8,10906.620000000003,0.4381678506087641
"2025-05-28",2025,2,5,May,28,4,Wednesday,1603,27708.290000000005,15543.13,12165.160000000009,0.439044055046342
"2025-05-29",2025,2,5,May,29,5,Thursday,1555,27163.939999999973,15163.550000000003,12000.390000000007,0.44177648750512694
"2025-05-30",2025,2,5,May,30,6,Friday,1520,26992.200000000048,15229.689999999995,11762.509999999997,0.4357744089033119
"2025-05-31",2025,2,5,May,31,7,Saturday,1558,27418.47000000002,15513.989999999982,11904.480000000014,0.4341773993953713
"2025-06-01",2025,2,6,June,1,1,Sunday,1620,28764.040000000074,16215.909999999996,12548.130000000021,0.43624365701062817
"2025-06-02",2025,2,6,June,2,2,Monday,1599,27630.89000000004,15488.300000000007,12142.590000000002,0.439457071415361
"2025-06-03",2025,2,6,June,3,3,Tuesday,1544,27279.87000000005,15292.509999999997,11987.360000000008,0.4394214488558775
"2025-06-04",2025,2,6,June,4,4,Wednesday,1616,28318.010000000057,15947.070000000018,12370.940000000017,0.4368576746741735
"2025-06-05",2025,2,6,June,5,5,Thursday,1548,26536.020000000037,14930.260000000002,11605.759999999987,0.4373587297567597
"2025-06-06",2025,2,6,June,6,6,Friday,1587,27185.30000000001,15268.829999999994,11916.47000000002,0.438342412995259
"2025-06-07",2025,2,6,June,7,7,Saturday,1572,26876.690000000068,15230.469999999996,11646.220000000018,0.43332047212658953
"2025-06-08",2025,2,6,June,8,1,Sunday,1566,27670.040000000026,15590.220000000007,12079.820000000023,0.4365667704130537
"2025-06-09",2025,2,6,June,9,2,Monday,1537,27996.89000000001,15756.170000000015,12240.72000000001,0.43721713376021426
"2025-06-10",2025,2,6,June,10,3,Tuesday,1455,25989.85999999999,14648.179999999978,11341.680000000013,0.4363886531131764
"2025-06-11",2025,2,6,June,11,4,Wednesday,1560,27203.78000000005,15196.509999999998,12007.270000000002,0.44138241082672997
"2025-06-12",2025,2,6,June,12,5,Thursday,1693,29573.530000000028,16539.390000000003,13034.140000000001,0.4407366993389017
"2025-06-13",2025,2,6,June,13,6,Friday,1669,29240.570000000025,16483.67000000001,12756.89999999999,0.43627398508305343
"2025-06-14",2025,2,6,June,14,7,Saturday,1470,25302.850000000046,14231.000000000004,11071.85,0.43757323779732243
"2025-06-15",2025,2,6,June,15,1,Sunday,1679,29626.250000000047,16595.81,13030.44000000002,0.43982751782625207
"2025-06-16",2025,2,6,June,16,2,Monday,1553,26636.059999999983,14899.92,11736.140000000003,0.440610961230753
"2025-06-17",2025,2,6,June,17,3,Tuesday,1624,28586.50000000003,16105.380000000008,12481.120000000008,0.43660888881115195
"2025-06-18",2025,2,6,June,18,4,Wednesday,1532,26324.860000000055,14988.650000000003,11336.210000000001,0.4306275512956186
"2025-06-19",2025,2,6,June,19,5,Thursday,1485,25769.66000000001,14675.260000000007,11094.400000000005,0.4305217841446104
"2025-06-20",2025,2,6,June,20,6,Friday,1578,27461.99,15318.410000000009,12143.580000000014,0.44219592243679406
"2025-06-21",2025,2,6,June,21,7,Saturday,1585,28020.520000000088,15830.889999999998,12189.629999999994,0.43502511730688637
"2025-06-22",2025,2,6,June,22,1,Sunday,1488,25379.800000000007,14330.289999999997,11049.510000000015,0.43536631494338063
"2025-06-23",2025,2,6,June,23,2,Monday,1702,29599.05000000001,16484.160000000014,13114.890000000007,0.4430848287360575
"2025-06-24",2025,2,6,June,24,3,Tuesday,1659,28905.360000000026,16337.470000000003,12567.890000000018,0.43479444642792914
"2025-06-25",2025,2,6,June,25,4,Wednesday,1627,27662.520000000037,15627.749999999993,12034.770000000004,0.43505689286442406
"2025-06-26",2025,2,6,June,26,5,Thursday,1553,27800.87000000003,15748.889999999994,12051.980000000027,0.43351089372383
"2025-06-27",2025,2,6,June,27,6,Friday,1425,23795.22000000002,13459.96,10335.259999999987,0.43434185521293683
"2025-06-28",2025,2,6,June,28,7,Saturday,1520,26720.43000000001,14918.060000000005,11802.370000000008,0.4416983559022068
"2025-06-29",2025,2,6,June,29,1,Sunday,1647,28383.280000000042,16085.190000000002,12298.09000000002,0.43328642778424487
"2025-06-30",2025,2,6,June,30,2,Monday,1536,25066.590000000033,14127.699999999993,10938.890000000007,0.4363932230111871
"2025-07-01",2025,3,7,July,1,3,Tuesday,1533,27204.37000000003,15334.919999999987,11869.45,0.43630674042442397
"2025-07-02",2025,3,7,July,2,4,Wednesday,1541,26880.860000000048,15174.800000000005,11706.060000000005,0.43547937082370075
"2025-07-03",2025,3,7,July,3,5,Thursday,1553,27502.750000000015,15462.79999999999,12039.950000000015,0.4377725863777262
"2025-07-04",2025,3,7,July,4,6,Friday,1569,28310.08000000003,15818.239999999978,12491.840000000013,0.4412506075574495
"2025-07-05",2025,3,7,July,5,7,Saturday,1583,28294.289999999997,15934.769999999991,12359.520000000006,0.4368202913025917
"2025-07-06",2025,3,7,July,6,1,Sunday,1615,27419.280000000006,15500.799999999976,11918.480000000007,0.43467516287809177
"2025-07-07",2025,3,7,July,7,2,Monday,1508,26419.77000000003,14712.229999999992,11707.540000000017,0.4431355761234865
"2025-07-08",2025,3,7,July,8,3,Tuesday,1559,27128.34000000003,15297.479999999989,11830.860000000008,0.4361070378799438
"2025-07-09",2025,3,7,July,9,4,Wednesday,1518,25879.590000000007,14527.090000000004,11352.500000000004,0.4386661457928816
"2025-07-10",2025,3,7,July,10,5,Thursday,1463,25048.84,14037.01,11011.830000000009,0.439614369368003
"2025-07-11",2025,3,7,July,11,6,Friday,1591,28865.060000000027,16088.99000000001,12776.070000000009,0.44261366510237626
"2025-07-12",2025,3,7,July,12,7,Saturday,1650,28149.590000000047,16040.030000000004,12109.560000000009,0.4301860169188961
"2025-07-13",2025,3,7,July,13,1,Sunday,1506,26378.79000000003,14949.159999999994,11429.63000000001,0.4332886383340554
"2025-07-14",2025,3,7,July,14,2,Monday,1506,25647.710000000006,14428.219999999998,11219.489999999994,0.43744607218344217
"2025-07-15",2025,3,7,July,15,3,Tuesday,1503,25816.20000000001,14536.719999999996,11279.480000000001,0.4369148054322478
"2025-07-16",2025,3,7,July,16,4,Wednesday,1453,25294.00000000003,14145.170000000016,11148.830000000002,0.44076974776626826
"2025-07-17",2025,3,7,July,17,5,Thursday,1537,27230.48000000003,15347.560000000007,11882.920000000013,0.43638305310813474
"2025-07-18",2025,3,7,July,18,6,Friday,1602,27381.18999999998,15396.309999999989,11984.880000000008,0.43770486235258643
"2025-07-19",2025,3,7,July,19,7,Saturday,1509,26224.780000000028,14766.879999999997,11457.900000000009,0.4369111962045057
"2025-07-20",2025,3,7,July,20,1,Sunday,1508,26434.840000000015,14916.979999999992,11517.859999999995,0.435707573792767
"2025-07-21",2025,3,7,July,21,2,Monday,1513,26830.180000000008,15197.159999999982,11633.019999999999,0.4335796479934162
"2025-07-22",2025,3,7,July,22,3,Tuesday,1592,28600.520000000033,16091.020000000008,12509.50000000001,0.4373871524014247
"2025-07-23",2025,3,7,July,23,4,Wednesday,1680,26712.05000000004,15184.470000000016,11527.580000000024,0.43154980617361854
"2025-07-24",2025,3,7,July,24,5,Thursday,1541,25245.040000000023,14188.409999999998,11056.630000000008,0.4379723700180312
"2025-07-25",2025,3,7,July,25,6,Friday,1586,27085.80000000003,15272.419999999982,11813.380000000021,0.4361466155697823
"2025-07-26",2025,3,7,July,26,7,Saturday,1524,27562.770000000033,15616.070000000003,11946.700000000006,0.4334361169069724
"2025-07-27",2025,3,7,July,27,1,Sunday,1591,27937.56000000002,15538.479999999994,12399.08,0.4438139909140237
"2025-07-28",2025,3,7,July,28,2,Monday,1647,28945.680000000008,16248.54000000001,12697.140000000005,0.43865405822215964
"2025-07-29",2025,3,7,July,29,3,Tuesday,1557,27587.050000000014,15643.579999999987,11943.470000000007,0.4329375558459495
"2025-07-30",2025,3,7,July,30,4,Wednesday,1577,27624.960000000046,15379.390000000014,12245.570000000012,0.44327919388842524
"2025-07-31",2025,3,7,July,31,5,Thursday,1588,26189.450000000055,14695.749999999993,11493.7,0.43886755926527576
"2025-08-01",2025,3,8,August,1,6,Friday,1372,24317.32000000003,13722.939999999999,10594.380000000003,0.4356721875601419
"2025-08-02",2025,3,8,August,2,7,Saturday,1519,26199.50000000001,14618.490000000009,11581.01000000001,0.44203171816256054
"2025-08-03",2025,3,8,August,3,1,Sunday,1519,26134.310000000016,14753.169999999995,11381.140000000007,0.4354865309242907
"2025-08-04",2025,3,8,August,4,2,Monday,1444,26008.430000000033,14599.950000000004,11408.479999999994,0.43864546994955017
"2025-08-05",2025,3,8,August,5,3,Tuesday,1574,28006.38000000002,15930.190000000015,12076.19000000001,0.4311942493103358
"2025-08-06",2025,3,8,August,6,4,Wednesday,1382,24417.769999999997,13787.710000000012,10630.060000000001,0.43534114704168325
"2025-08-07",2025,3,8,August,7,5,Thursday,1448,25532.040000000055,14292.410000000013,11239.630000000008,0.4402166846049115
"2025-08-08",2025,3,8,August,8,6,Friday,1456,26264.739999999987,14717.580000000013,11547.159999999982,0.43964493842314784
"2025-08-09",2025,3,8,August,9,7,Saturday,1552,26596.140000000047,15058.550000000008,11537.590000000015,0.43380693589370467
"2025-08-10",2025,3,8,August,10,1,Sunday,1689,29713.47000000004,16714.65,12998.820000000009,0.4374722979174089
"2025-08-11",2025,3,8,August,11,2,Monday,1473,24987.549999999985,14300.889999999981,10686.660000000009,0.42767938433339864
"2025-08-12",2025,3,8,August,12,3,Tuesday,1614,28091.500000000015,15866.929999999984,12224.570000000023,0.43516971325845955
"2025-08-13",2025,3,8,August,13,4,Wednesday,1585,27113.970000000016,15281.039999999997,11832.93000000001,0.4364145125188234
